Area;Regione;Provincia;2025_CodCom;NTN 2025 fino a 50 mq;NTN 2025 50 -| 85 mq;NTN 2025 85 -| 115 mq;NTN 2025 115 -| 145 mq;NTN 2025 oltre 145 mq;NTN_2025
Nord Ovest;Lombardia;MI;A096;6;10;13;2,5;8,5;40
Isole;Sardegna;OR;A097;0;0;0;1;2;3
Isole;Sicilia;EN;A098;7,88;10,06;11,5;10,67;8;48,11
Sud;Abruzzo;AQ;A100;5;8,67;0;0;1;14,67
Sud;Campania;AV;A101;2,12;8,85;7,75;9;17;44,72
Sud;Calabria;CS;A102;0;0;0;2;6;8
Sud;Calabria;CS;A105;0;1;0;1;0;2
Sud;Campania;CE;A106;0;2,67;0,92;1;1,33;5,92
Nord Ovest;Piemonte;BI;A107;2;2;2;2;0;8
Nord Ovest;Valle d'Aosta;AO;A108;3;6;1;4;2;16
Nord Ovest;Piemonte;TO;A109;5;15;15,5;4;4;43,5
Sud;Campania;BN;A110;11;4;11;10,67;21,98;58,65
Nord Ovest;Liguria;IM;A111;3,67;7;4;4;0;18,67
Nord Ovest;Lombardia;LC;A112;10;16,5;12,22;5;4;47,72
Nord Ovest;Piemonte;CN;A113;0;3;2;1;0;6
Isole;Sardegna;SS;A115;0;1;0;0;6;7
Nord Ovest;Piemonte;TO;A117;4;28;4;4,5;4,33;44,83
Nord Ovest;Lombardia;PV;A118;0;5;7;3;3;18
Nord Ovest;Piemonte;VC;A119;9,67;18,08;4,33;5;4;41,08
Sud;Abruzzo;PE;A120;1,5;8;10,5;7;11,78;38,78
Nord Ovest;Liguria;SV;A122;48;135,14;83,7;33,89;26,83;327,56
Centro;Lazio;FR;A123;13;28;50,58;25;62,67;179,25
Nord Ovest;Piemonte;CN;A124;46;131,4;123,82;69,5;64,5;435,22
Sud;Abruzzo;TE;A125;93,34;214,35;81,48;44,17;23,3;456,64
Isole;Sardegna;OR;A126;0;0;1;0;0;1
Nord Ovest;Lombardia;MI;A127;2;23;20,83;12,42;8,25;66,5
Sud;Campania;SA;A128;2;14,67;12,5;9;20,5;58,67
Nord Ovest;Lombardia;BG;A129;1;32;31;21,75;13,28;99,03
Nord Ovest;Piemonte;VC;A130;0;0;2;0;1;3
Sud;Basilicata;PZ;A131;2;2;1;1,5;0;6,5
Centro;Lazio;RM;A132;41,17;149,56;146,73;82,17;45,58;465,21
Nord Ovest;Lombardia;SO;A135;1;3;1;0;0;5
Nord Est;Veneto;VR;A137;0;13,5;14,1;12,1;34,22;73,92
Nord Est;Emilia-Romagna;PR;A138;2;3;5;1;12,75;23,75
Nord Ovest;Piemonte;CN;A139;0;0;1;1;2;4
Nord Ovest;Lombardia;CO;A143;6;25,5;28,5;21,17;19;100,17
Nord Ovest;Liguria;SV;A145;55;144;82,5;49,17;29,17;359,84
Nord Ovest;Piemonte;AL;A146;5;7;0;5;1;18
Sud;Puglia;BA;A149;10,4;13;13,38;8,18;13,8;58,76
Sud;Puglia;FG;A150;5;2;1;1;0;9
Nord Ovest;Lombardia;CO;A153;2;18,33;14;11;12;57,33
Nord Est;Veneto;VI;A154;0;5;2;2;7,5;16,5
Sud;Calabria;CZ;A155;0,75;3;0;3,5;2;9,25
Nord Ovest;Piemonte;TO;A157;0;3;12;5;14,33;34,33
Nord Ovest;Lombardia;MI;A159;10,75;44;31,83;10;20,45;117,03
Sud;Calabria;CS;A160;2;1;0;3;1;7
Nord Est;Veneto;PD;A161;5;86,62;103,57;112,86;107,88;415,93
Nord Est;Emilia-Romagna;RE;A162;6,88;16,16;32,49;19;35,26;109,79
Nord Ovest;Lombardia;BG;A163;15,5;62,1;82,63;54,33;45;259,56
Nord Ovest;Lombardia;CO;A164;7;13;3;8,75;6,5;38,25
Nord Ovest;Liguria;SV;A165;7,01;47,83;28;11,49;5;99,33
Nord Ovest;Liguria;SV;A166;19;75,58;55,83;7;12,5;169,91
Nord Ovest;Lombardia;VA;A167;3;25,5;27,5;5;16,83;77,83
Nord Ovest;Lombardia;PV;A171;0;1;2;1;0,78;4,78
Nord Ovest;Lombardia;SO;A172;3;8;7,67;9;6;33,67
Nord Ovest;Piemonte;AT;A173;2;1;0;0;5;8
Nord Ovest;Lombardia;PV;A175;3;14;17;10;7,5;51,5
Isole;Sicilia;TP;A176;49,74;141,2;135,86;99,41;79,47;505,68
Isole;Sicilia;ME;A177;2;0,5;1;0,67;1;5,17
Isole;Sardegna;OR;A180;0,5;1;1;2;6;10,5
Isole;Sicilia;AG;A181;0;6;2;4,17;4;16,17
Nord Ovest;Piemonte;AL;A182;153,72;543,14;469,51;212,2;263,55;1642,12
Sud;Calabria;CS;A183;1;0;1;0;1;3
Sud;Puglia;LE;A184;4,34;7;7,43;8;19,88;46,65
Sud;Puglia;LE;A185;4;12,9;16,25;15,17;10,09;58,41
Sud;Campania;SA;A186;0;2;0;1;0;3
Sud;Abruzzo;AQ;A187;19,17;29,5;5,75;2,67;3;60,09
Nord Ovest;Lombardia;BS;A188;1;1;6;2;16,5;26,5
Nord Ovest;Piemonte;AL;A189;0;2;0;0;11,67;13,67
Nord Est;Emilia-Romagna;RA;A191;7,5;34,67;38,25;24,5;62,72;167,64
Isole;Sardegna;SS;A192;122,4;238,81;198,7;95,27;59,38;714,56
Nord Ovest;Lombardia;BG;A193;7,08;6;5,87;4;4,67;27,62
Isole;Sicilia;ME;A194;0;0;0;2,75;0;2,75
Isole;Sicilia;PA;A195;2;4;6,5;3,92;11,5;27,92
Sud;Basilicata;MT;A196;2;5,5;2;2,38;1;12,88
Nord Ovest;Piemonte;AL;A197;0;2;8;0;3;13
Nord Ovest;Piemonte;VC;A198;0;8;3;2;8,5;21,5
Sud;Campania;CE;A200;2;7;5;9;21,03;44,03
Isole;Sicilia;ME;A201;3,5;5;14,12;5,25;3;30,87
Isole;Sicilia;PA;A202;3;3;10;4;5,5;25,5
Isole;Sicilia;PA;A203;0;0;0;0;0;0
Isole;Sardegna;OR;A204;0;0;0;0;2;2
Nord Ovest;Valle d'Aosta;AO;A205;0;0;0;0;2;2
Nord Est;Veneto;BL;A206;3;9,46;7;1,17;2,83;23,46
Centro;Umbria;TR;A207;0;2;1;4,5;4,5;12
Sud;Puglia;LE;A208;4;18,67;20,08;11;12;65,75
Centro;Lazio;RM;A210;7,83;20,03;14,5;3,33;4;49,69
Nord Ovest;Lombardia;BG;A214;1;19,5;23,83;16,33;5,5;66,16
Nord Ovest;Lombardia;BG;A215;1,22;24;14;18,25;20,36;77,83
Nord Ovest;Lombardia;BG;A216;2;18,5;17;20,5;15,4;73,4
Nord Ovest;Lombardia;BG;A217;7,25;25,34;28,26;16,55;17,08;94,48
Nord Ovest;Piemonte;TO;A218;1;18,67;22,5;10,49;32,73;85,39
Nord Est;Veneto;VI;A220;1;6;3;4;10;24
Nord Ovest;Piemonte;TO;A221;1;6;1;1;1;10
Nord Ovest;Piemonte;TO;A222;6;116,04;77,94;38,73;43,59;282,3
Nord Est;Emilia-Romagna;PC;A223;0;5;18,5;12,07;19,33;54,9
Nord Ovest;Lombardia;CO;A224;1,17;6;8;3;2;20,17
Sud;Puglia;BA;A225;43,5;132,92;184,67;108,65;84,7;554,44
Nord Ovest;Liguria;SV;A226;3;11;9;4;4;31
Nord Ovest;Piemonte;AL;A227;0;0;0;0;5;5
Sud;Campania;AV;A228;1;6;1,33;6,33;4;18,66
Isole;Sicilia;PA;A229;10;26,67;34,26;52,7;54,62;178,25
Sud;Campania;SA;A230;5;14,67;19;7;16,5;62,17
Nord Est;Veneto;VI;A231;8,5;49,25;44,14;21;26,64;149,53
Centro;Marche;AP;A233;3;25,5;10;9;5;52,5
Sud;Calabria;CS;A234;1;0;2;1;2;6
Sud;Abruzzo;CH;A235;0;3;10;4;3;20
Nord Est;Veneto;VI;A236;1;7;6;3;3,25;20,25
Nord Est;Veneto;TV;A237;2;9;13;3,5;17,08;44,58
Nord Ovest;Piemonte;CN;A238;0;0;0;0;1;1
Isole;Sicilia;PA;A239;11;5;22;5;17,5;60,5
Sud;Calabria;CS;A240;2;3;5;2;4;16
Centro;Toscana;LU;A241;7;85,08;50,17;34,5;41,44;218,19
Centro;Umbria;TR;A242;5;9;3,22;1;4,22;22,44
Sud;Campania;CE;A243;1;3;3;3;7,7;17,7
Centro;Lazio;FR;A244;1,5;1;4,5;7;15;29
Nord Ovest;Piemonte;AL;A245;0;0;1;1;7;9
Nord Ovest;Lombardia;BG;A246;20;77;67,35;26,92;35,83;227,1
Nord Ovest;Lombardia;CO;A249;1;16,5;20;7,34;15,75;60,59
Sud;Campania;SA;A251;3,03;14,69;9;3,25;2;31,97
Centro;Marche;AP;A252;2,67;7;5;9,5;10;34,17
Sud;Calabria;CS;A253;14,5;47,33;40,25;23,5;32,33;157,91
Nord Est;Friuli- Venezia Giulia;UD;A254;0;3;0;4;4,67;11,67
Sud;Calabria;CZ;A255;2;0;4;1;2;9
Centro;Lazio;FR;A256;2,5;9;2;3;4;20,5
Sud;Calabria;CZ;A257;0;1;0;0;0,5;1,5
Centro;Lazio;RI;A258;12,97;11,33;10,42;1;3;38,72
Nord Ovest;Lombardia;BG;A259;0;3,67;4,5;3;3,63;14,8
Nord Ovest;Liguria;SP;A261;13;43,58;20;14,5;8;99,08
Centro;Umbria;TR;A262;10;30;51,5;26,5;37,53;155,53
Sud;Calabria;CS;A263;2,67;13,34;9,33;4;2;31,34
Nord Ovest;Piemonte;NO;A264;1;4,5;1;3;11;20,5
Sud;Campania;BN;A265;0;0;1;3,5;7;11,5
Nord Est;Friuli- Venezia Giulia;UD;A267;0;2,67;5;6;5,83;19,5
Sud;Campania;NA;A268;8,17;12,17;10,5;3,77;11;45,61
Centro;Lazio;FR;A269;8;37,67;51,89;14;43,5;155,06
Sud;Abruzzo;TE;A270;0;2;1;3,67;7,67;14,34
Centro;Marche;AN;A271;88,31;434,48;499,61;260,21;168,98;1451,59
Sud;Calabria;CZ;A272;0;0;1;0;1;2
Nord Ovest;Lombardia;SO;A273;0;1;2;2;2;7
Nord Ovest;Piemonte;TO;A275;0;6;7;4;6,08;23,08
Nord Ovest;Liguria;SV;A278;79,89;153,53;31,63;9;10,5;284,55
Nord Ovest;Piemonte;BI;A280;5;21,17;16,75;6,75;14;63,67
Sud;Puglia;LE;A281;4;10,33;6;5,86;8,94;35,13
Nord Ovest;Piemonte;TO;A282;1;6;0;2;3,25;12,25
Nord Est;Friuli- Venezia Giulia;PN;A283;0;2;5;1;1;9
Sud;Campania;AV;A284;2;2;4;8;3;19
Sud;Puglia;BA;A285;69,81;194,31;300,97;186,77;104,48;856,34
Isole;Sardegna;SS;A287;0;0;0;1,93;0;1,93
Nord Ovest;Lombardia;BS;A288;0;8;1,67;1;0;10,67
Nord Ovest;Lombardia;VA;A290;3;28;16,84;19,42;20;87,26
Centro;Toscana;AR;A291;2;3,57;18,57;13,67;21,33;59,14
Nord Est;Veneto;VR;A292;1;3,83;5,5;8,5;23;41,83
Nord Ovest;Lombardia;BS;A293;16,5;13,63;8;3;3,5;44,63
Sud;Campania;SA;A294;15;37,83;96,44;64,83;43,58;257,68
Nord Ovest;Piemonte;TO;A295;3;4;10;4;5;26
Nord Est;Veneto;PD;A296;3;1;8;9;18,47;39,47
Centro;Lazio;RM;A297;10,33;60,8;44,84;33,94;32,49;182,4
Nord Ovest;Lombardia;CR;A299;0;5;8;4,67;18,42;36,09
Nord Ovest;Piemonte;AT;A300;0;2;6;0;7;15
Nord Ovest;Lombardia;LC;A301;3;10;4,11;6,17;5,9;29,18
Nord Est;Veneto;VE;A302;0;8,31;7;7,06;22,79;45,16
Sud;Calabria;RC;A303;1;2;1,5;0;1,5;6
Nord Ovest;Lombardia;BG;A304;2;36;46,25;46,75;19;150
Nord Ovest;Valle d'Aosta;AO;A305;14,75;16,33;9;1;2;43,08
Nord Ovest;Valle d'Aosta;AO;A308;5;12;0;2;2;21
Centro;Lazio;RM;A309;1;2,5;5,17;2;2;12,67
Centro;Lazio;FR;A310;41,86;98,4;29,83;25,04;29;224,13
Nord Ovest;Piemonte;AT;A312;1;1;0;1;12,67;15,67
Isole;Sicilia;ME;A313;1;2;0;3;2;8
Sud;Calabria;RC;A314;0;0;0;0;2;2
Centro;Lazio;RI;A315;0;3,67;8,83;1,5;1,5;15,5
Nord Ovest;Piemonte;VB;A317;2;10;5;3;1;21
Sud;Abruzzo;AQ;A318;6;3;4;3,25;2,89;19,14
Nord Ovest;Lombardia;CO;A319;0;10;8;1;3;22
Sud;Puglia;FG;A320;3;4;2;2;2;13
Sud;Basilicata;PZ;A321;2;3,67;4;3;1;13,67
Centro;Lazio;RM;A323;59,54;378,72;414,39;159,54;138,93;1151,12
Nord Est;Emilia-Romagna;BO;A324;3,5;73,8;70,99;22,5;23,5;194,29
Nord Ovest;Piemonte;VB;A325;0;0;1;0;0;1
Nord Ovest;Valle d'Aosta;AO;A326;36,6;163,02;123,55;50,42;28;401,59
Centro;Marche;PS;A327;2;7;2;1,5;7;19,5
Sud;Campania;BN;A328;0;7;8,17;9;17;41,17
Centro;Marche;MC;A329;3;4,5;8,67;4;7;27,17
Sud;Campania;BN;A330;0,25;4,34;2;1;1,83;9,42
Nord Ovest;Lombardia;CO;A333;4;29;31,17;17,2;29,5;110,87
Centro;Marche;MC;A334;2;2,5;10;6;8,5;29
Centro;Marche;AP;A335;0;2;3;2,42;0;7,42
Nord Ovest;Lombardia;SO;A337;39,5;63,43;20,86;5;6,75;135,54
Nord Ovest;Liguria;IM;A338;7;10;2;3;2;24
Sud;Puglia;FG;A339;5;15;34,37;16;25,22;95,59
Sud;Calabria;CS;A340;2;2;0;5;8,15;17,15
Centro;Lazio;LT;A341;36,67;262,11;240,42;149,73;122,09;811,02
Sud;Campania;SA;A343;2,22;5;3;0,22;6,22;16,66
Nord Ovest;Liguria;IM;A344;0;0;2;0;1;3
Sud;Abruzzo;AQ;A345;86,47;242,47;231,72;161,09;157,81;879,56
Sud;Campania;AV;A347;0;2;8;0,6;2;12,6
Centro;Lazio;FR;A348;0,61;1;9;5;7,67;23,28
Sud;Puglia;LE;A350;6;11,64;18,17;16;9;60,81
Isole;Sicilia;AG;A351;9,8;15;25,8;14,2;22,06;86,86
Nord Ovest;Piemonte;AT;A352;0;0;2,44;1,5;7;10,94
Nord Est;Friuli- Venezia Giulia;PN;A354;1;0;2;1,5;4;8,5
Isole;Sardegna;NU;A355;10;70,09;34,17;27,63;16,66;158,55
Isole;Sardegna;OR;A357;0;5;7,5;1,66;4;18,16
Nord Ovest;Piemonte;VC;A358;1;3;0;1;5;10
Isole;Sardegna;CA;A359;17,67;24,71;12;8,15;27,65;90,18
Nord Est;Veneto;TV;A360;0;11;24,5;5;14;54,5
Centro;Lazio;FR;A363;1;4;11;10,5;11;37,5
Nord Ovest;Lombardia;BG;A365;6;11,5;22,5;13;6,22;59,22
Centro;Marche;AN;A366;3;5;5;7,92;23;43,92
Sud;Abruzzo;CH;A367;0;1;1;2;6;10
Isole;Sardegna;OR;A368;0;3,5;4,11;1,11;5;13,72
Centro;Toscana;GR;A369;8;32,66;27,5;10,5;26,66;105,32
Centro;Lazio;RM;A370;11;23,17;6;4;5;49,17
Nord Ovest;Lombardia;VA;A371;10;44;40,67;20,84;30,67;146,18
Nord Ovest;Liguria;SP;A373;14,16;46,5;47,99;30,59;10;149,24
Nord Est;Veneto;VR;A374;1;13,11;11;8,75;33,5;67,36
Nord Ovest;Lombardia;MI;A375;8;42;44,5;23;22,5;140
Nord Ovest;Lombardia;MI;A376;33;99,19;88,72;53,5;46,5;320,91
Nord Est;Veneto;VI;A377;0;11,83;17;14,5;30,25;73,58
Isole;Sardegna;SS;A379;0;0;3;1,4;4;8,4
Isole;Sardegna;OR;A380;2;0;2;0;2,67;6,67
Nord Ovest;Lombardia;SO;A382;3;21,67;12;6,67;7,17;50,51
Nord Ovest;Lombardia;BG;A383;10,17;25;8,66;4;9,07;56,9
Sud;Calabria;RC;A385;4;15,2;7;10;13,2;49,4
Sud;Calabria;VV;A386;3;3;2;2;1;11
Nord Ovest;Lombardia;PV;A387;0;1;4;4;9,83;18,83
Nord Ovest;Liguria;GE;A388;19;93,67;63,04;20;23;218,71
Nord Ovest;Lombardia;MI;A389;15,5;77,22;73,58;44,1;75,17;285,57
Centro;Toscana;AR;A390;68,83;239,97;330,04;221,52;272,4;1132,76
Nord Ovest;Lombardia;CO;A391;6;9;6;2;2;25
Nord Est;Emilia-Romagna;BO;A392;11;52;51,5;11;16;141,5
Nord Est;Emilia-Romagna;FE;A393;8,66;66,5;101,31;55,4;81,08;312,95
Nord Ovest;Piemonte;CN;A394;11;5;1;0;3;20
Nord Ovest;Piemonte;CN;A396;0;0;0;0;2;2
Sud;Calabria;CZ;A397;0;0;1;1;1;3
Sud;Abruzzo;CH;A398;0;0;3;2;5;10
Sud;Campania;AV;A399;5,5;34,06;29,95;24,62;28,34;122,47
Nord Est;Veneto;RO;A400;1,67;8,83;9,5;13,5;13,58;47,08
Centro;Lazio;RM;A401;12;40,07;47,07;28,45;38;165,59
Sud;Abruzzo;CH;A402;2,6;2,5;3;2;3;13,1
Sud;Campania;CE;A403;4;10;10;7,16;17;48,16
Nord Ovest;Piemonte;TO;A405;0;0;2;1,5;3;6,5
Isole;Sardegna;NU;A407;1;1;4,8;1;3;10,8
Nord Ovest;Piemonte;VB;A409;0;4;7,5;6;6;23,5
Centro;Lazio;VT;A412;0;6;1;0;1;8
Nord Ovest;Lombardia;MI;A413;20,08;84,67;71,09;27,89;30,34;234,07
Nord Ovest;Piemonte;NO;A414;9;10;9;0,5;4,5;33
Sud;Basilicata;PZ;A415;1;0;0;1,5;0;2,5
Nord Ovest;Liguria;IM;A418;0;0;1;0;1;2
Isole;Sardegna;CA;A419;3;1;2;1;5,5;12,5
Centro;Lazio;FR;A421;0;0;1;0;2,67;3,67
Nord Ovest;Liguria;SV;A422;0;4;1;2;0;7
