Area;Regione;Provincia;2023_CodCom;Comune;Cod_Istat
Nord Ovest;Piemonte;VC;A600;BALMUCCIA;2008
Nord Ovest;Piemonte;VC;A601;BALOCCO;2009
Sud;Abruzzo;AQ;A603;BALSORANO;66007
Sud;Basilicata;PZ;A604;BALVANO;76008
Nord Ovest;Piemonte;AL;A605;BALZOLA;6011
Isole;Sardegna;SS;A606;BANARI;90007
Nord Ovest;Piemonte;TO;A607;BANCHETTE;1020
Isole;Sardegna;OR;A609;VILLA VERDE;95073
Nord Ovest;Piemonte;VB;A610;BANNIO ANZINO;103007
Sud;Basilicata;PZ;A612;BANZI;76009
Nord Est;Veneto;PD;A613;BAONE;28009
Isole;Sardegna;OR;A614;BARADILI;95010
Sud;Basilicata;PZ;A615;BARAGIANO;76010
Sud;Molise;CB;A616;BARANELLO;70002
Sud;Campania;NA;A617;BARANO D`ISCHIA;63007
Nord Ovest;Lombardia;MI;A618;BARANZATE;15250
Nord Ovest;Lombardia;VA;A619;BARASSO;12008
Isole;Sardegna;OR;A621;BARATILI SAN PIETRO;95011
Nord Ovest;Piemonte;TO;A625;BARBANIA;1021
Centro;Marche;AN;A626;BARBARA;42004
Centro;Lazio;VT;A628;BARBARANO ROMANO;56004
Nord Ovest;Piemonte;CN;A629;BARBARESCO;4011
Nord Ovest;Lombardia;BS;A630;BARBARIGA;17011
Nord Ovest;Lombardia;BG;A631;BARBATA;16019
Centro;Toscana;FI;A632;BARBERINO DI MUGELLO;48002
Nord Ovest;Lombardia;PV;A634;BARBIANELLO;18008
Nord Est;Veneto;PD;A637;BARBONA;28010
Isole;Sicilia;ME;A638;BARCELLONA POZZO GOTTO;83005
Nord Est;Friuli- Venezia Giulia;PN;A640;BARCIS;93006
Nord Ovest;Valle d'Aosta;AO;A643;BARD;7009
Nord Est;Emilia-Romagna;PR;A646;BARDI;34002
Nord Ovest;Liguria;SV;A647;BARDINETO;9009
Nord Est;Veneto;VR;A650;BARDOLINO;23006
Nord Ovest;Piemonte;TO;A651;BARDONECCHIA;1022
Nord Ovest;Lombardia;MI;A652;BAREGGIO;15012
Nord Ovest;Piemonte;NO;A653;BARENGO;3012
Isole;Sardegna;OR;A655;BARESSA;95012
Sud;Abruzzo;AQ;A656;BARETE;66008
Centro;Toscana;LU;A657;BARGA;46003
Nord Ovest;Liguria;GE;A658;BARGAGLI;10003
Nord Ovest;Piemonte;CN;A660;BARGE;4012
Nord Ovest;Lombardia;BS;A661;BARGHE;17012
Sud;Puglia;BA;A662;BARI;72006
Isole;Sardegna;NU;A663;BARI SARDO;91005
Nord Ovest;Lombardia;BG;A664;BARIANO;16020
Nord Est;Emilia-Romagna;BO;A665;BARICELLA;37003
Sud;Basilicata;PZ;A666;BARILE;76011
Sud;Abruzzo;AQ;A667;BARISCIANO;66009
Nord Ovest;Lombardia;MI;A668;BARLASSINA;108005
Sud;Puglia;BA;A669;BARLETTA;110002
Nord Ovest;Lombardia;CO;A670;BARNI;13015
Nord Ovest;Piemonte;CN;A671;BAROLO;4013
Nord Ovest;Piemonte;TO;A673;BARONE CANAVESE;1023
Sud;Campania;SA;A674;BARONISSI;65013
Isole;Sicilia;EN;A676;BARRAFRANCA;86004
Isole;Sardegna;CA;A677;BARRALI;111004
Sud;Abruzzo;AQ;A678;BARREA;66010
Isole;Sardegna;CA;A681;BARUMINI;111005
Nord Ovest;Lombardia;LC;A683;BARZAGO;97005
Nord Ovest;Lombardia;BG;A684;BARZANA;16021
Nord Ovest;Lombardia;LC;A686;BARZANO`;97006
Nord Ovest;Lombardia;LC;A687;BARZIO;97007
Nord Ovest;Piemonte;AL;A689;BASALUZZO;6012
Nord Ovest;Lombardia;PV;A690;BASCAPE;18009
Centro;Umbria;TR;A691;BASCHI;55007
Sud;Abruzzo;TE;A692;BASCIANO;67005
Sud;Campania;BN;A696;BASELICE;62007
Nord Ovest;Lombardia;MI;A697;BASIANO;15014
Isole;Sicilia;ME;A698;BASICO`;83006
Nord Ovest;Lombardia;MI;A699;BASIGLIO;15015
Nord Est;Friuli- Venezia Giulia;UD;A700;BASILIANO;30009
Centro;Lazio;VT;A701;VASANELLO;56055
Nord Ovest;Lombardia;BS;A702;BASSANO BRESCIANO;17013
Nord Est;Veneto;VI;A703;BASSANO DEL GRAPPA;24012
Centro;Lazio;VT;A704;BASSANO ROMANO;56005
Nord Ovest;Lombardia;VA;A705;TRONZANO LAGO MAGGIORE;12129
Centro;Lazio;VT;A706;BASSANO IN TEVERINA;56006
Centro;Lazio;LT;A707;BASSIANO;59002
Nord Ovest;Piemonte;AL;A708;BASSIGNANA;6013
Nord Ovest;Piemonte;CN;A709;BASTIA MONDOVI;4014
Centro;Umbria;PG;A710;BASTIA UMBRA;54002
Nord Ovest;Lombardia;PV;A712;BASTIDA PANCARANA;18011
Nord Est;Emilia-Romagna;MO;A713;BASTIGLIA;36001
Nord Est;Veneto;PD;A714;BATTAGLIA TERME;28011
Nord Ovest;Piemonte;CN;A716;BATTIFOLLO;4015
Sud;Campania;SA;A717;BATTIPAGLIA;65014
Nord Ovest;Lombardia;PV;A718;BATTUDA;18012
Isole;Sicilia;PA;A719;BAUCINA;82008
Centro;Lazio;FR;A720;BOVILLE ERNICA;60014
Isole;Sardegna;OR;A721;BAULADU;95013
Isole;Sardegna;NU;A722;BAUNEI;91006
Nord Ovest;Piemonte;VB;A725;BAVENO;103008
Nord Ovest;Lombardia;VA;A728;BEDERO VALCUVIA;12010
Nord Ovest;Lombardia;BS;A729;BEDIZZOLE;17014
Nord Est;Emilia-Romagna;PR;A731;BEDONIA;34003
Nord Ovest;Lombardia;BG;A732;BEDULITA;16022
Nord Ovest;Piemonte;VB;A733;BEE;103009
Nord Ovest;Piemonte;TO;A734;BEINASCO;1024
Nord Ovest;Piemonte;CN;A735;BEINETTE;4016
Sud;Calabria;CZ;A736;BELCASTRO;79009
Nord Est;Veneto;VR;A737;BELFIORE;23007
Nord Ovest;Piemonte;AL;A738;BELFORTE MONFERRATO;6014
Centro;Marche;MC;A739;BELFORTE DEL CHIENTI;43004
Centro;Marche;PS;A740;BELFORTE ALL`ISAURO;41005
Nord Ovest;Lombardia;PV;A741;BELGIOIOSO;18013
Nord Ovest;Piemonte;VB;A742;BELGIRATE;103010
Sud;Basilicata;PZ;A743;BELLA;76012
Nord Ovest;Lombardia;LC;A745;BELLANO;97008
Sud;Abruzzo;TE;A746;BELLANTE;67006
Nord Est;Emilia-Romagna;RN;A747;BELLARIA IGEA MARINA;99001
Centro;Lazio;RM;A749;BELLEGRA;58012
Nord Ovest;Piemonte;CN;A750;BELLINO;4017
Nord Ovest;Lombardia;MI;A751;BELLINZAGO LOMBARDO;15016
Nord Ovest;Piemonte;NO;A752;BELLINZAGO NOVARESE;3016
Sud;Campania;CE;A755;BELLONA;61007
Sud;Campania;SA;A756;BELLOSGUARDO;65015
Nord Est;Veneto;BL;A757;BELLUNO;25006
Nord Ovest;Lombardia;MI;A759;BELLUSCO;108006
Centro;Marche;AP;A760;BELMONTE PICENO;109003
Sud;Molise;IS;A761;BELMONTE DEL SANNIO;94004
Sud;Calabria;CS;A762;BELMONTE CALABRO;78013
Centro;Lazio;FR;A763;BELMONTE CASTELLO;60013
Isole;Sicilia;PA;A764;BELMONTE MEZZAGNO;82009
Centro;Lazio;RI;A765;BELMONTE IN SABINA;57005
Isole;Sicilia;CT;A766;BELPASSO;87007
Sud;Calabria;CS;A768;BELSITO;78014
Centro;Marche;AN;A769;BELVEDERE OSTRENSE;42005
Nord Ovest;Piemonte;AT;A770;BELVEGLIO;5008
Nord Est;Emilia-Romagna;BO;A771;LIZZANO IN BELVEDERE;37033
Sud;Calabria;KR;A772;BELVEDERE DI SPINELLO;101001
Sud;Calabria;CS;A773;BELVEDERE MARITTIMO;78015
Nord Ovest;Piemonte;CN;A774;BELVEDERE LANGHE;4018
Isole;Sardegna;NU;A776;BELVI;91007
Nord Ovest;Lombardia;SO;A777;BEMA;14006
Nord Ovest;Lombardia;CO;A778;BENE LARIO;13021
Nord Ovest;Piemonte;CN;A779;BENE VAGIENNA;4019
Sud;Calabria;RC;A780;BENESTARE;80008
Isole;Sardegna;SS;A781;BENETUTTI;90008
Nord Ovest;Piemonte;CN;A782;BENEVELLO;4020
Sud;Campania;BN;A783;BENEVENTO;62008
Nord Ovest;Piemonte;BI;A784;BENNA;96003
Nord Est;Emilia-Romagna;BO;A785;BENTIVOGLIO;37005
Nord Ovest;Lombardia;BG;A786;BERBENNO;16023
Nord Ovest;Lombardia;SO;A787;BERBENNO DI VALTELLINA;14007
Nord Est;Emilia-Romagna;PR;A788;BERCETO;34004
Isole;Sardegna;SS;A789;BERCHIDDA;90009
Nord Ovest;Lombardia;CO;A791;BEREGAZZO CON FIGLIARO;13022
Nord Ovest;Lombardia;PV;A792;BEREGUARDO;18014
Nord Ovest;Piemonte;AL;A793;BERGAMASCO;6015
Nord Ovest;Lombardia;BG;A794;BERGAMO;16024
Nord Est;Veneto;RO;A795;BERGANTINO;29006
Nord Ovest;Liguria;SV;A796;BERGEGGI;9010
Nord Ovest;Piemonte;CN;A798;BERGOLO;4021
Nord Ovest;Lombardia;BS;A799;BERLINGO;17015
Sud;Basilicata;MT;A801;BERNALDA;77003
Nord Ovest;Lombardia;MI;A802;BERNAREGGIO;108007
Nord Ovest;Lombardia;MI;A804;BERNATE TICINO;15019
Nord Ovest;Piemonte;CN;A805;BERNEZZO;4022
Nord Est;Emilia-Romagna;FO;A809;BERTINORO;40003
Nord Est;Friuli- Venezia Giulia;UD;A810;BERTIOLO;30010
Nord Ovest;Lombardia;LO;A811;BERTONICO;98002
Nord Ovest;Piemonte;AT;A812;BERZANO DI SAN PIETRO;5009
Nord Ovest;Piemonte;AL;A813;BERZANO DI TORTONA;6016
Nord Ovest;Lombardia;BG;A815;BERZO SAN FERMO;16025
Nord Ovest;Lombardia;BS;A816;BERZO DEMO;17016
Nord Ovest;Lombardia;BS;A817;BERZO INFERIORE;17017
Nord Ovest;Lombardia;MI;A818;BESANA IN BRIANZA;108008
Nord Ovest;Lombardia;VA;A819;BESANO;12011
Nord Ovest;Lombardia;MI;A820;BESATE;15022
Nord Est;Emilia-Romagna;PC;A823;BESENZONE;33003
Nord Ovest;Lombardia;VA;A825;BESNATE;12012
Nord Ovest;Lombardia;VA;A826;BESOZZO;12013
Isole;Sardegna;SS;A827;BESSUDE;90010
Nord Est;Emilia-Romagna;PC;A831;BETTOLA;33004
Centro;Umbria;PG;A832;BETTONA;54003
Nord Ovest;Piemonte;VB;A834;BEURA CARDEZZA;103011
Centro;Umbria;PG;A835;BEVAGNA;54004
Nord Ovest;Liguria;SP;A836;BEVERINO;11003
Nord Est;Veneto;VR;A837;BEVILACQUA;23008
Isole;Sicilia;CT;A841;BIANCAVILLA;87008
Sud;Calabria;CS;A842;BIANCHI;78016
Sud;Calabria;RC;A843;BIANCO;80009
Nord Ovest;Piemonte;NO;A844;BIANDRATE;3018
Nord Ovest;Lombardia;VA;A845;BIANDRONNO;12014
Nord Ovest;Lombardia;BG;A846;BIANZANO;16026
Nord Ovest;Piemonte;VC;A847;BIANZE;2011
Nord Ovest;Lombardia;SO;A848;BIANZONE;14008
Nord Ovest;Lombardia;MI;A849;BIASSONO;108009
Nord Est;Emilia-Romagna;RE;A850;BIBBIANO;35004
Centro;Toscana;AR;A851;BIBBIENA;51004
Centro;Toscana;LI;A852;BIBBONA;49001
Nord Ovest;Piemonte;TO;A853;BIBIANA;1025
Sud;Puglia;FG;A854;BICCARI;71006
Nord Est;Friuli- Venezia Giulia;UD;A855;BICINICCO;30011
Isole;Sardegna;OR;A856;BIDONI`;95014
Centro;Lazio;VT;A857;BLERA;56007
Nord Ovest;Piemonte;BI;A859;BIELLA;96004
Nord Ovest;Lombardia;BS;A861;BIENNO;17018
Centro;Toscana;PI;A864;BIENTINA;50001
Nord Ovest;Lombardia;CO;A870;BINAGO;13023
Nord Ovest;Lombardia;MI;A872;BINASCO;15024
Sud;Puglia;BA;A874;BINETTO;72008
Nord Ovest;Piemonte;BI;A876;BIOGLIO;96005
Nord Ovest;Valle d'Aosta;AO;A877;BIONAZ;7010
Nord Ovest;Lombardia;BS;A878;BIONE;17019
Isole;Sardegna;NU;A880;BIRORI;91008
Sud;Campania;AV;A881;BISACCIA;64011
Isole;Sicilia;PA;A882;BISACQUINO;82010
Sud;Puglia;BA;A883;BISCEGLIE;110003
Sud;Abruzzo;AQ;A884;BISEGNA;66011
Sud;Abruzzo;TE;A885;BISENTI;67007
Sud;Calabria;CS;A887;BISIGNANO;78017
Nord Ovest;Piemonte;AL;A889;BISTAGNO;6017
Nord Ovest;Lombardia;VA;A891;BISUSCHIO;12015
Sud;Puglia;BA;A892;BITETTO;72010
Sud;Puglia;BA;A893;BITONTO;72011
Sud;Puglia;BA;A894;BITRITTO;72012
Isole;Sardegna;NU;A895;BITTI;91009
Isole;Sicilia;AG;A896;BIVONA;84004
Sud;Calabria;RC;A897;BIVONGI;80010
Nord Ovest;Lombardia;CO;A898;BIZZARONE;13024
Nord Ovest;Lombardia;BG;A903;BLELLO;16027
Nord Ovest;Lombardia;CO;A904;BLESSAGNO;13025
Nord Ovest;Lombardia;CO;A905;BLEVIO;13026
Nord Est;Veneto;PD;A906;BOARA PISANI;28012
Nord Est;Emilia-Romagna;PC;A909;BOBBIO;33005
Nord Ovest;Piemonte;TO;A910;BOBBIO PELLICE;1026
Nord Ovest;Piemonte;NO;A911;BOCA;3019
Sud;Calabria;CS;A912;BOCCHIGLIERO;78018
Nord Ovest;Piemonte;VC;A914;BOCCIOLETO;2014
Nord Ovest;Lombardia;VA;A918;BODIO LOMNAGO;12016
Nord Ovest;Lombardia;LO;A919;BOFFALORA D`ADDA;98003
Nord Ovest;Lombardia;MI;A920;BOFFALORA SOPRA TICINO;15026
Nord Ovest;Liguria;GE;A922;BOGLIASCO;10004
Nord Ovest;Piemonte;VB;A925;BOGNANCO;103012
Nord Ovest;Piemonte;NO;A929;BOGOGNO;3021
Sud;Molise;CB;A930;BOIANO;70003
Nord Ovest;Liguria;SV;A931;BOISSANO;9011
Nord Ovest;Liguria;SP;A932;BOLANO;11004
Nord Ovest;Lombardia;BG;A937;BOLGARE;16028
Nord Ovest;Lombardia;MI;A940;BOLLATE;15027
Nord Ovest;Piemonte;TO;A941;BOLLENGO;1027
Sud;Basilicata;MT;A942;NOVA SIRI;77018
Nord Est;Emilia-Romagna;BO;A944;BOLOGNA;37006
Sud;Abruzzo;PE;A945;BOLOGNANO;68003
Isole;Sicilia;PA;A946;BOLOGNETTA;82011
Centro;Marche;MC;A947;BOLOGNOLA;43005
Isole;Sardegna;NU;A948;BOLOTANA;91010
Centro;Lazio;VT;A949;BOLSENA;56008
Nord Ovest;Lombardia;BG;A950;BOLTIERE;16029
Nord Ovest;Piemonte;NO;A953;BOLZANO NOVARESE;3022
Nord Est;Veneto;VI;A954;BOLZANO VICENTINO;24013
Centro;Lazio;VT;A955;BOMARZO;56009
Sud;Abruzzo;CH;A956;BOMBA;69006
Isole;Sicilia;CL;A957;BOMPENSIERE;85002
Isole;Sicilia;PA;A958;BOMPIETRO;82012
Nord Est;Emilia-Romagna;MO;A959;BOMPORTO;36002
Isole;Sardegna;OR;A960;BONARCADO;95015
Nord Ovest;Liguria;SP;A961;BONASSOLA;11005
Nord Ovest;Lombardia;BG;A962;BONATE SOTTO;16031
Nord Ovest;Lombardia;BG;A963;BONATE SOPRA;16030
Nord Est;Veneto;VR;A964;BONAVIGO;23009
Nord Est;Emilia-Romagna;FE;A965;BONDENO;38003
Sud;Campania;BN;A970;BONEA;62009
Sud;Molise;CB;A971;BONEFRO;70004
Nord Ovest;Lombardia;CR;A972;BONEMERSE;19006
Sud;Calabria;CS;A973;BONIFATI;78019
Sud;Campania;AV;A975;BONITO;64012
Isole;Sardegna;SS;A976;BONNANARO;90011
Isole;Sardegna;SS;A977;BONO;90012
Isole;Sardegna;SS;A978;BONORVA;90013
Nord Ovest;Piemonte;CN;A979;BONVICINO;4023
Centro;Lazio;RI;A981;BORBONA;57006
Nord Est;Veneto;BL;A982;BORCA DI CADORE;25007
Nord Est;Friuli- Venezia Giulia;UD;A983;BORDANO;30012
Nord Ovest;Liguria;IM;A984;BORDIGHERA;8008
Nord Ovest;Lombardia;CR;A986;BORDOLANO;19007
Nord Est;Emilia-Romagna;PR;A987;BORE;34005
Nord Est;Emilia-Romagna;RE;A988;BORETTO;35005
Nord Ovest;Lombardia;PV;A989;BORGARELLO;18015
Nord Ovest;Piemonte;TO;A990;BORGARO TORINESE;1028
Isole;Sicilia;PA;A991;BORGETTO;82013
Nord Ovest;Liguria;SP;A992;BORGHETTO DI VARA;11006
Nord Ovest;Liguria;IM;A993;BORGHETTO D`ARROSCIA;8009
Nord Ovest;Lombardia;LO;A995;BORGHETTO LODIGIANO;98004
Centro;Lazio;RI;A996;BORGO VELINO;57008
Nord Ovest;Piemonte;AL;A998;BORGHETTO DI BORBERA;6018
Nord Ovest;Liguria;SV;A999;BORGHETTO SANTO SPIRITO;9012
Nord Est;Emilia-Romagna;FO;B001;BORGHI;40004
Sud;Calabria;CZ;B002;BORGIA;79011
Nord Ovest;Piemonte;TO;B003;BORGIALLO;1029
Nord Ovest;Liguria;SV;B005;BORGIO-VEREZZI;9013
Centro;Toscana;LU;B007;BORGO A MOZZANO;46004
Centro;Lazio;RI;B008;BORGOROSE;57007
Nord Ovest;Piemonte;VC;B009;BORGO D`ALE;2015
Nord Ovest;Lombardia;BG;B010;BORGO DI TERZO;16032
Nord Ovest;Lombardia;MN;B012;MOTTEGGIANA;20037
Nord Ovest;Lombardia;PV;B014;SUARDI;18154
Nord Ovest;Piemonte;TO;B015;BORGOFRANCO D`IVREA;1030
Nord Ovest;Piemonte;NO;B016;BORGOLAVEZZARO;3023
Nord Ovest;Lombardia;LO;B017;BORGO SAN GIOVANNI;98005
Nord Ovest;Piemonte;CN;B018;BORGOMALE;4024
Nord Ovest;Piemonte;NO;B019;BORGOMANERO;3024
Nord Ovest;Liguria;IM;B020;BORGOMARO;8010
Nord Ovest;Piemonte;TO;B021;BORGOMASINO;1031
Nord Ovest;Piemonte;TO;B024;BORGONE SUSA;1032
Nord Est;Emilia-Romagna;PC;B025;BORGONOVO VAL TIDONE;33006
Centro;Marche;PS;B026;BORGO PACE;41006
Nord Ovest;Lombardia;PV;B028;BORGO PRIOLO;18016
Nord Ovest;Piemonte;AL;B029;BORGORATTO ALESSANDRINO;6019
Nord Ovest;Lombardia;PV;B030;BORGORATTO MORMOROLO;18017
Nord Est;Veneto;PD;B031;BORGORICCO;28013
Nord Ovest;Piemonte;CN;B033;BORGO SAN DALMAZZO;4025
Nord Est;Emilia-Romagna;PR;B034;FIDENZA;34014
Nord Ovest;Lombardia;BS;B035;BORGO SAN GIACOMO;17020
Centro;Toscana;FI;B036;BORGO SAN LORENZO;48004
Nord Ovest;Piemonte;AL;B037;BORGO SAN MARTINO;6020
Nord Ovest;Lombardia;PV;B038;BORGO SAN SIRO;18018
Nord Ovest;Lombardia;BS;B040;BORGOSATOLLO;17021
Nord Ovest;Piemonte;VC;B041;BORGOSESIA;2016
Nord Est;Emilia-Romagna;PR;B042;BORGO VAL DI TARO;34006
Nord Ovest;Piemonte;NO;B043;BORGO TICINO;3025
Nord Est;Emilia-Romagna;BO;B044;BORGO TOSSIGNANO;37007
Nord Ovest;Piemonte;VC;B046;BORGO VERCELLI;2017
Nord Ovest;Liguria;SV;B048;BORMIDA;9014
Nord Ovest;Lombardia;SO;B049;BORMIO;14009
Nord Ovest;Lombardia;PV;B051;BORNASCO;18019
Nord Ovest;Lombardia;BS;B054;BORNO;17022
Isole;Sardegna;OR;B055;BORONEDDU;95016
Isole;Sardegna;NU;B056;BORORE;91011
Sud;Abruzzo;CH;B057;BORRELLO;69007
Nord Ovest;Piemonte;BI;B058;BORRIANA;96006
Nord Est;Veneto;TV;B061;BORSO DEL GRAPPA;26004
Isole;Sardegna;NU;B062;BORTIGALI;91012
Isole;Sardegna;SS;B063;BORTIGIADAS;90014
Isole;Sardegna;SS;B064;BORUTTA;90015
Nord Ovest;Liguria;GE;B067;BORZONASCA;10005
Isole;Sardegna;NU;B068;BOSA;95079
Nord Est;Veneto;RO;B069;BOSARO;29007
Nord Est;Veneto;VR;B070;BOSCHI SANT`ANNA;23010
Nord Ovest;Piemonte;AL;B071;BOSCO MARENGO;6021
Nord Est;Veneto;VR;B073;BOSCO CHIESANUOVA;23011
Nord Ovest;Piemonte;TO;B075;BOSCONERO;1033
Sud;Campania;NA;B076;BOSCOREALE;63008
Sud;Campania;NA;B077;BOSCOTRECASE;63009
Nord Ovest;Piemonte;CN;B079;BOSIA;4026
Nord Ovest;Piemonte;AL;B080;BOSIO;6022
Nord Ovest;Lombardia;LC;B081;BOSISIO PARINI;97009
Nord Ovest;Lombardia;PV;B082;BOSNASCO;18020
Nord Ovest;Lombardia;BG;B083;BOSSICO;16033
Nord Ovest;Piemonte;CN;B084;BOSSOLASCO;4027
Sud;Calabria;CZ;B085;BOTRICELLO;79012
Sud;Puglia;LE;B086;BOTRUGNO;75009
Nord Ovest;Lombardia;BG;B088;BOTTANUCO;16034
Nord Ovest;Lombardia;BS;B091;BOTTICINO;17023
Isole;Sardegna;SS;B094;BOTTIDDA;90016
Sud;Calabria;RC;B097;BOVA;80011
Sud;Calabria;RC;B098;BOVALINO;80012
Sud;Calabria;RC;B099;BOVA MARINA;80013
Nord Ovest;Lombardia;BS;B100;BOVEGNO;17024
Nord Ovest;Piemonte;CN;B101;BOVES;4028
Nord Ovest;Lombardia;BS;B102;BOVEZZO;17025
Sud;Puglia;FG;B104;BOVINO;71007
Nord Ovest;Lombardia;MI;B105;BOVISIO MASCIAGO;108010
Nord Est;Veneto;PD;B106;BOVOLENTA;28014
Nord Est;Veneto;VR;B107;BOVOLONE;23012
Nord Ovest;Piemonte;AL;B109;BOZZOLE;6023
Nord Ovest;Lombardia;MN;B110;BOZZOLO;20007
Nord Ovest;Piemonte;CN;B111;BRA;4029
Nord Ovest;Lombardia;BG;B112;BRACCA;16035
Centro;Lazio;RM;B114;BRACCIANO;58013
Sud;Campania;SA;B115;BRACIGLIANO;65016
Nord Ovest;Lombardia;PV;B117;BRALLO DI PREGOLA;18021
Sud;Calabria;RC;B118;BRANCALEONE;80014
Nord Ovest;Lombardia;BS;B120;BRANDICO;17026
Nord Ovest;Piemonte;TO;B121;BRANDIZZO;1034
Nord Ovest;Lombardia;BG;B123;BRANZI;16036
Nord Ovest;Lombardia;BS;B124;BRAONE;17027
Nord Ovest;Lombardia;VA;B126;BREBBIA;12017
Nord Est;Veneto;TV;B128;BREDA DI PIAVE;26005
Nord Ovest;Lombardia;CR;B129;CASTELVERDE;19026
Nord Est;Veneto;VI;B132;BREGANZE;24014
Nord Ovest;Lombardia;CO;B134;BREGNANO;13028
Nord Ovest;Lombardia;BG;B137;BREMBATE;16037
Nord Ovest;Lombardia;BG;B138;BREMBATE DI SOPRA;16038
Nord Ovest;Lombardia;LO;B141;BREMBIO;98006
Nord Ovest;Lombardia;PV;B142;BREME;18022
Nord Est;Veneto;VI;B143;BRENDOLA;24015
Nord Ovest;Lombardia;CO;B144;BRENNA;13029
Nord Ovest;Lombardia;BS;B149;BRENO;17028
Nord Ovest;Lombardia;VA;B150;BRENTA;12019
Nord Est;Veneto;VR;B152;BRENTINO BELLUNO;23013
Nord Est;Veneto;VR;B154;BRENZONE;23014
Nord Est;Emilia-Romagna;RE;B156;BRESCELLO;35006
Nord Ovest;Lombardia;BS;B157;BRESCIA;17029
Nord Ovest;Lombardia;PV;B159;BRESSANA BOTTARONE;18023
Nord Est;Veneto;VI;B161;BRESSANVIDO;24016
Nord Ovest;Lombardia;MI;B162;BRESSO;15032
Nord Ovest;Lombardia;VA;B166;BREZZO DI BEDERO;12020
Nord Ovest;Piemonte;CN;B167;BRIAGLIA;4030
Sud;Calabria;VV;B169;BRIATICO;102003
Nord Ovest;Piemonte;TO;B171;BRICHERASIO;1035
Nord Ovest;Lombardia;CO;B172;BRIENNO;13030
Sud;Basilicata;PZ;B173;BRIENZA;76013
Nord Ovest;Piemonte;CN;B175;BRIGA ALTA;4031
Nord Ovest;Piemonte;NO;B176;BRIGA NOVARESE;3026
Nord Ovest;Lombardia;BG;B178;BRIGNANO GERA D`ADDA;16040
Nord Ovest;Piemonte;AL;B179;BRIGNANO-FRASCATA;6024
Sud;Puglia;BR;B180;BRINDISI;74001
Sud;Basilicata;PZ;B181;BRINDISI MONTAGNA;76014
Nord Ovest;Lombardia;VA;B182;BRINZIO;12021
Nord Ovest;Piemonte;NO;B183;BRIONA;3027
Nord Ovest;Lombardia;BS;B184;BRIONE;17030
Nord Ovest;Lombardia;MI;B187;BRIOSCO;108011
Nord Est;Emilia-Romagna;RA;B188;BRISIGHELLA;39004
Nord Ovest;Lombardia;VA;B191;BRISSAGO-VALTRAVAGLIA;12022
Nord Ovest;Valle d'Aosta;AO;B192;BRISSOGNE;7011
Sud;Abruzzo;PE;B193;BRITTOLI;68004
Nord Ovest;Lombardia;LC;B194;BRIVIO;97010
Centro;Lazio;FR;B195;BROCCOSTELLA;60015
Nord Est;Veneto;VI;B196;BROGLIANO;24017
Sud;Calabria;VV;B197;BROGNATURO;102004
Isole;Sicilia;ME;B198;BROLO;83007
Nord Ovest;Piemonte;CN;B200;BRONDELLO;4032
Nord Ovest;Lombardia;PV;B201;BRONI;18024
Isole;Sicilia;CT;B202;BRONTE;87009
Nord Ovest;Piemonte;CN;B204;BROSSASCO;4033
Nord Ovest;Piemonte;TO;B205;BROSSO;1036
Nord Ovest;Piemonte;VB;B207;BROVELLO CARPUGNINO;103013
Nord Ovest;Piemonte;TO;B209;BROZOLO;1037
Nord Ovest;Lombardia;MI;B212;BRUGHERIO;108012
Nord Est;Veneto;PD;B213;BRUGINE;28015
Nord Ovest;Liguria;SP;B214;BRUGNATO;11007
Nord Est;Friuli- Venezia Giulia;PN;B215;BRUGNERA;93007
Nord Ovest;Piemonte;TO;B216;BRUINO;1038
Nord Ovest;Lombardia;BG;B217;BRUMANO;16041
Nord Ovest;Lombardia;CO;B218;BRUNATE;13032
Nord Ovest;Lombardia;VA;B219;BRUNELLO;12023
Nord Ovest;Piemonte;AT;B221;BRUNO;5010
Nord Ovest;Lombardia;BG;B223;BRUSAPORTO;16042
Nord Ovest;Piemonte;TO;B225;BRUSASCO;1039
Sud;Campania;NA;B227;BRUSCIANO;63010
Nord Ovest;Lombardia;VA;B228;BRUSIMPIANO;12024
Nord Ovest;Piemonte;BI;B229;BRUSNENGO;96007
Nord Ovest;Valle d'Aosta;AO;B230;BRUSSON;7012
Nord Ovest;Piemonte;TO;B232;BRUZOLO;1040
Sud;Calabria;RC;B234;BRUZZANO ZEFFIRIO;80015
Nord Ovest;Lombardia;MI;B235;BUBBIANO;15035
Nord Ovest;Piemonte;AT;B236;BUBBIO;5011
Isole;Sicilia;SR;B237;BUCCHERI;89003
Sud;Abruzzo;CH;B238;BUCCHIANICO;69008
Sud;Campania;BN;B239;BUCCIANO;62010
Nord Ovest;Lombardia;MI;B240;BUCCINASCO;15036
Sud;Campania;SA;B242;BUCCINO;65017
Centro;Toscana;AR;B243;BUCINE;51005
Isole;Sardegna;SS;B246;BUDDUSO`;90017
Nord Est;Friuli- Venezia Giulia;PN;B247;BUDOIA;93008
Isole;Sardegna;NU;B248;BUDONI;90091
Nord Est;Emilia-Romagna;BO;B249;BUDRIO;37008
Isole;Sardegna;CA;B250;BUGGERRU;111006
Centro;Toscana;PT;B251;BUGGIANO;47003
Nord Ovest;Lombardia;SO;B255;BUGLIO IN MONTE;14010
Sud;Abruzzo;AQ;B256;BUGNARA;66012
