Area;Regione;Provincia;2022_CodCom;NTN 2022 fino a 50 mq;NTN  2022 50 -| 85 mq;NTN 2022 85 -| 115 mq;NTN  2022 115 -| 145 mq;NTN  2022 oltre 145 mq;NTN_2022
Sud;Calabria;CZ;D261;3;2;7;0;7,5;19,5
Nord Ovest;Liguria;SV;D264;0;4,5;3;9;10,5;27
Nord Ovest;Liguria;SP;D265;9;32;15,32;4,67;2;62,99
Nord Ovest;Lombardia;SO;D266;4;5,5;4;3;5,22;21,72
Isole;Sicilia;CL;D267;7,32;6,67;7,75;11;12,8;45,54
Sud;Calabria;RC;D268;2;0;6;1;5,75;14,75
Sud;Puglia;FG;D269;8,5;5;4;6;1;24,5
Nord Ovest;Lombardia;BS;D270;3;22;25,83;8;21;79,83
Nord Ovest;Piemonte;CN;D271;7;12,32;10,83;2;6,49;38,64
Nord Ovest;Piemonte;AL;D272;1;0;2;0;2;5
Nord Ovest;Piemonte;AL;D277;0;2;2;1;2,5;7,5
Nord Ovest;Lombardia;CR;D278;0;0;1;0;3;4
Centro;Umbria;PG;D279;3;22,5;30,26;17;28,5;101,26
Nord Ovest;Lombardia;LC;D280;13;20,92;14,25;5,67;7;60,84
Nord Ovest;Piemonte;VC;D281;0;1;1,5;5,5;8;16
Nord Ovest;Lombardia;BS;D284;82;278,45;188,71;101;86,65;736,81
Nord Ovest;Lombardia;MI;D286;63,45;235,86;168,07;62,86;52,73;582,97
Isole;Sardegna;NU;D287;0;1,78;4;1;1,78;8,56
Sud;Calabria;CS;D289;60,6;79,86;27,6;19,7;18;205,76
Sud;Calabria;CS;D290;1;2,75;1;0;1;5,75
Nord Ovest;Piemonte;CN;D291;1;6;3;4,5;11,5;26
Sud;Campania;SA;D292;2;3;4,5;7;7,5;24
Nord Ovest;Liguria;IM;D293;5;11;7;3;1,75;27,75
Nord Ovest;Liguria;IM;D296;11,75;22;8;2;3;46,75
Nord Ovest;Liguria;IM;D297;64;119,94;29,67;10;4,5;228,11
Nord Ovest;Liguria;IM;D298;3;8;3;3;9;26
Centro;Toscana;FI;D299;2,25;13;24,67;8,75;8,25;56,92
Nord Est;Friuli- Venezia Giulia;UD;D300;1;0;2;3,5;12;18,5
Sud;Calabria;VV;D303;1;4;3;1;3;12
Sud;Calabria;CS;D304;0;2,33;2;2;4;10,33
Sud;Puglia;LE;D305;6,5;21;9,5;5;8,5;50,5
Nord Ovest;Piemonte;NO;D309;1;1;0;5;8;15
Nord Ovest;Lombardia;CO;D310;1;3;2;1;5,5;12,5
Nord Ovest;Piemonte;CN;D314;2;5,66;17,33;9;19,5;53,49
Sud;Abruzzo;CH;D315;2;1;3;1;1;8
Nord Est;Friuli- Venezia Giulia;UD;D316;1;1;0;0;0;2
Nord Est;Veneto;VR;D317;2;7;9,67;7,5;6,83;33
Nord Ovest;Liguria;IM;D318;6;18;14,83;2,5;7,58;48,91
Nord Ovest;Liguria;IM;D319;3;8,67;8;6;9,5;35,17
Isole;Sardegna;CA;D323;1;12;25,8;19,25;29,07;87,12
Nord Est;Veneto;VE;D325;6;64,17;54,5;52;77,51;254,18
Nord Ovest;Lombardia;LC;D327;1,33;11;7,5;6;4;29,83
Sud;Calabria;CS;D328;0;1;1;3;3;8
Nord Ovest;Lombardia;CO;D329;8;24,86;4,86;2;4;43,72
Nord Est;Veneto;BL;D330;2;8,83;12;6,67;3,57;33,07
Sud;Campania;AV;D331;2;4;2;3;6;17
Nord Ovest;Piemonte;VB;D332;13,07;70,5;75,27;50,17;25,92;234,93
Isole;Sardegna;CA;D333;3;10;12;8;7,25;40,25
Isole;Sardegna;CA;D334;0;6;9;7;11,97;33,97
Nord Ovest;Valle d'Aosta;AO;D338;9;15;12;6;8,16;50,16
Nord Ovest;Piemonte;BI;D339;1;2;3;2;7;15
Nord Ovest;Lombardia;CO;D341;3;7,33;9,5;2,5;5;27,33
Isole;Sardegna;CA;D344;0;0;1;3,08;1,55;5,63
Isole;Sardegna;NU;D345;2;30;12;12,75;12,73;69,48
Nord Ovest;Lombardia;LC;D346;1;9;1;0;2;13
Nord Ovest;Piemonte;NO;D347;2;14,83;11,09;6;13;46,92
Nord Ovest;Lombardia;PV;D348;1;8;10,5;17,5;18;55
Nord Ovest;Piemonte;BI;D350;0;0;1;1;4;6
Nord Ovest;Lombardia;MN;D351;0;2;6;2;22;32
Nord Ovest;Lombardia;BG;D352;5;6;8;1,83;4,5;25,33
Nord Ovest;Lombardia;CO;D355;0;1,5;0;1;0;2,5
Nord Ovest;Valle d'Aosta;AO;D356;0;4;3;1;1;9
Nord Est;Emilia-Romagna;FO;D357;3;4;2,5;5;3;17,5
Nord Ovest;Lombardia;CR;D358;1;10;12,84;7,53;8;39,37
Nord Est;Emilia-Romagna;BO;D360;6,5;25,52;35,67;18,5;18;104,19
Sud;Campania;CE;D361;2;4;4;0;2;12
Sud;Calabria;VV;D364;4,21;7,6;14;3,33;5;34,14
Nord Est;Friuli- Venezia Giulia;UD;D366;0;0;0;0;2;2
Nord Ovest;Lombardia;MI;D367;4;24,17;12;8;10,17;58,34
Nord Ovest;Piemonte;CN;D372;8,78;26;18,67;17,5;16,5;87,45
Nord Ovest;Piemonte;TO;D373;1,25;43,67;36,5;20;19,82;121,24
Nord Ovest;Piemonte;VB;D374;0;5;7;4;3,5;19,5
Isole;Sardegna;NU;D376;0;2;0;0;0;2
Nord Ovest;Lombardia;SO;D377;2;11;8;9;7;37
Nord Est;Veneto;VI;D379;5;26;36,5;22,42;51,68;141,6
Sud;Campania;BN;D380;3;1;1,33;5,08;10,5;20,91
Nord Ovest;Lombardia;VA;D384;3,5;15,7;5;4;8,5;36,7
Nord Ovest;Lombardia;VA;D385;1;0;0;0;1;2
Sud;Campania;BN;D386;6;2;1;1,2;5,4;15,6
Nord Ovest;Piemonte;AT;D388;0;2;0;1,57;11,75;15,32
Sud;Campania;SA;D390;12;35,75;71,03;64,29;53,24;236,31
Nord Ovest;Lombardia;BS;D391;4;24;21,5;8;9;66,5
Sud;Abruzzo;PE;D394;0;1;0;3;3,83;7,83
Nord Ovest;Lombardia;LC;D398;1;7;1;1;3;13
Isole;Sardegna;CA;D399;5,88;56;43,9;22,25;20;148,03
Nord Ovest;Piemonte;CN;D401;0;0,75;1;0;1;2,75
Nord Ovest;Valle d'Aosta;AO;D402;2,5;6;0;1;1;10,5
Centro;Toscana;FI;D403;50,04;210,7;173,48;120,41;133,62;688,25
Nord Ovest;Lombardia;BG;D406;8,2;18;17;13,77;17,78;74,75
Nord Est;Veneto;VI;D407;6;37,6;16,67;7,17;10,5;77,94
Nord Est;Friuli- Venezia Giulia;UD;D408;0,5;1;5;5,75;5,75;18
Nord Ovest;Piemonte;CN;D410;11,33;9;4;0;1;25,33
Nord Ovest;Lombardia;BG;D411;2;6;8;8;10,36;34,36
Nord Ovest;Piemonte;CN;D412;0;4;6,5;1,5;16,5;28,5
Sud;Basilicata;PZ;D414;1;2;0;3,2;1;7,2
Nord Est;Veneto;VE;D415;60;91,61;70,83;23,17;36,64;282,25
Nord Ovest;Lombardia;CO;D416;13,73;63;56,83;39,15;29,19;201,9
Nord Est;Veneto;VR;D419;0;11,5;12,5;3;10;37
Nord Est;Veneto;VR;D420;2;14,5;8;4,25;5,25;34
Nord Ovest;Lombardia;BS;D421;3,5;17;27,83;23;29;100,33
Sud;Puglia;BR;D422;1;3;6;12,56;14;36,56
Isole;Sicilia;TP;D423;6;39,27;62,27;78,37;69,2;255,11
Nord Ovest;Liguria;SV;D424;0;1;1;1;3;6
Nord Est;Friuli- Venezia Giulia;PN;D426;1;0;0;0;3;4
Nord Ovest;Lombardia;LC;D428;0;2,66;3;0;0;5,66
Centro;Marche;MC;D429;0;2;3;2;5;12
Isole;Sardegna;NU;D430;0;0;0;4;9,67;13,67
Isole;Sardegna;NU;D431;0;0;1;1;2;4
Nord Ovest;Piemonte;TO;D433;3;7;5;1;0;16
Nord Ovest;Lombardia;BS;D434;1;6;11;8,33;9,33;35,66
Nord Ovest;Lombardia;LC;D436;0,5;4,5;5;0;2,33;12,33
Centro;Lazio;FR;D440;0;5,96;4;4;4,3;18,26
Isole;Sardegna;SS;D441;0;0;0;0;1;1
Nord Est;Veneto;PD;D442;4,95;60,29;88,3;37;66,5;257,04
Isole;Sardegna;NU;D443;1;0;0;2;2;5
Nord Ovest;Valle d'Aosta;AO;D444;3;3;1;0;1;8
Nord Ovest;Lombardia;CO;D445;1;4,6;7;3,5;9;25,1
Nord Ovest;Piemonte;AL;D447;7;8,67;2;2;3;22,67
Nord Est;Emilia-Romagna;RE;D450;2;30,5;30;23,84;22,36;108,7
Centro;Marche;AN;D451;15,5;70,06;82,14;69,5;67,77;304,97
Centro;Lazio;VT;D452;4,25;28,75;22,75;22;29,5;107,25
Sud;Calabria;VV;D453;5;8;4;4;3;24
Centro;Umbria;TR;D454;2;3;6;8;3,5;22,5
Nord Est;Friuli- Venezia Giulia;UD;D455;0;5;5,5;3;17,5;31
Nord Ovest;Lombardia;SO;D456;2;1;1;1;0;5
Nord Est;Emilia-Romagna;RA;D458;42,2;257,5;224,58;135,5;152,9;812,68
Sud;Puglia;FG;D459;10,5;17,75;4;1;1;34,25
Nord Est;Friuli- Venezia Giulia;UD;D461;0;4,5;11;14;26,81;56,31
Nord Ovest;Lombardia;CO;D462;2;13;11;7;10;43
Sud;Puglia;TA;D463;0;3;6;4;5;18
Sud;Calabria;CS;D464;0;3,5;1;4;2,6;11,1
Sud;Abruzzo;AQ;D465;0;0;2;1;2,5;5,5
Nord Ovest;Lombardia;VA;D467;8;42,8;52,84;24,83;28;156,47
Sud;Campania;BN;D469;4;4;2;3,22;5;18,22
Nord Est;Veneto;BL;D470;15,49;43,5;20,33;12,08;4,67;96,07
Centro;Marche;AN;D472;20,38;72,83;134,17;68,73;35,5;331,61
Sud;Calabria;CS;D473;16,5;38,56;14,77;6;2;77,83
Isole;Sicilia;ME;D474;6;17,5;5,2;8;4,87;41,57
Centro;Lazio;VT;D475;2;5,5;3,5;3;3;17
Sud;Calabria;CZ;D476;10;31,83;23,39;4;5;74,22
Centro;Marche;AP;D477;0;2;3,75;4,66;8,75;19,16
Sud;Abruzzo;CH;D480;0;0;1;0;0;1
Nord Ovest;Lombardia;CO;D482;2;16,5;27,25;15,46;10,5;71,71
Centro;Lazio;FR;D483;0,67;0;0,67;2;1,17;4,51
Nord Est;Emilia-Romagna;MO;D486;6;24,5;20,25;14,67;13;78,42
Nord Est;Friuli- Venezia Giulia;PN;D487;2;3;0,5;1;7,17;13,67
Centro;Marche;PS;D488;100,72;251,33;228,75;151,6;156,51;888,91
Sud;Abruzzo;TE;D489;0;2;3;2,5;0;7,5
Nord Ovest;Lombardia;BG;D490;14;42;57,5;21;20,61;155,11
Nord Ovest;Lombardia;BG;D491;0;5;10,5;0;6;21,5
Nord Ovest;Piemonte;NO;D492;0;3;5;7,34;7;22,34
Centro;Lazio;RI;D493;9;40;36;26,5;29;140,5
Sud;Abruzzo;CH;D494;1,5;3;1;2;4,5;12
Sud;Abruzzo;CH;D495;1;2;3,33;2;2,5;10,83
Nord Est;Veneto;VI;D496;1;2;4;5,27;16,67;28,94
Sud;Basilicata;PZ;D497;0;1;3;0;2;6
Nord Ovest;Piemonte;CN;D499;2;12;8;3;14,67;39,67
Sud;Abruzzo;PE;D501;2;4;3;1;4;14
Nord Est;Emilia-Romagna;PC;D502;3;5,67;14,17;7,65;11;41,49
Centro;Lazio;VT;D503;2,33;9,75;4;6;3,33;25,41
Nord Est;Veneto;TV;D505;1;20;13,5;16,08;38,48;89,06
Sud;Puglia;BR;D508;56,71;154,62;133,38;103,63;60,09;508,43
Nord Ovest;Liguria;GE;D509;1;1;0;0;0;2
Centro;Toscana;PI;D510;4,5;7;14,67;10;15,5;51,67
Nord Ovest;Piemonte;CN;D511;0;0;1;1;4;6
Nord Ovest;Liguria;GE;D512;0;0;1,5;2,17;2;5,67
Sud;Basilicata;MT;D513;12;3;2;2,5;4;23,5
Isole;Sicilia;AG;D514;33;34,5;49;38,61;49,25;204,36
Isole;Sicilia;TP;D518;20;35,8;21,66;5;3;85,46
Nord Ovest;Piemonte;TO;D520;1;13;16;7;15,17;52,17
Nord Ovest;Liguria;SV;D522;1;5;1;2;4;13
Nord Ovest;Piemonte;CN;D523;0;1;1;1;2;5
Nord Ovest;Piemonte;TO;D524;0;7;3,5;5;8;23,5
Nord Est;Emilia-Romagna;PR;D526;6;27;36,83;11,13;25,33;106,29
Sud;Campania;SA;D527;2;0;2;2;0;6
Nord Ovest;Piemonte;AL;D528;3;4;9;3;9,5;28,5
Nord Est;Veneto;BL;D530;12,08;54,16;61,77;43,44;68,86;240,31
Nord Ovest;Lombardia;CO;D531;2;12;10,14;9,6;19;52,74
Nord Ovest;Piemonte;TO;D532;11;8,26;8;1,5;2;30,76
Nord Ovest;Valle d'Aosta;AO;D537;3;5,5;7;2;7;24,5
Centro;Umbria;TR;D538;2;6;3,5;2,5;6;20
Centro;Lazio;FR;D539;14,5;35,5;27,33;20;31,56;128,89
Isole;Sicilia;SR;D540;4;7;1,5;2,5;2;17
Centro;Marche;PS;D541;4;12,1;16,5;18,22;17,78;68,6
Centro;Marche;AP;D542;54,92;123,8;95,09;64,28;67,72;405,81
Nord Ovest;Lombardia;VA;D543;2;19,5;34,5;14,34;15,5;85,84
Sud;Calabria;CZ;D544;0;1;2;1;1,67;5,67
Sud;Calabria;RC;D545;3;2;2;2;2;11
Sud;Calabria;CZ;D546;0;1;1;2;8,22;12,22
Sud;Basilicata;MT;D547;3,31;13,29;17;11;10,5;55,1
Nord Est;Emilia-Romagna;FE;D548;137,82;652,66;694,07;322,42;341,34;2148,31
Nord Est;Veneto;VR;D549;7;11;9,75;1;1;29,75
Sud;Molise;CB;D550;0;4;4;3;19,47;30,47
Nord Ovest;Lombardia;VA;D551;2;4;3;3;3;15
Nord Ovest;Lombardia;PV;D552;0;6;7;1;7;21
Nord Ovest;Piemonte;TO;D553;0;0;0;2;0;2
Nord Ovest;Piemonte;AT;D554;0;2,5;3;6,5;13,5;25,5
Nord Est;Emilia-Romagna;PC;D555;6,67;12,59;9,78;8,36;12,5;49,9
Sud;Calabria;RC;D557;0;0;2;2;1;5
Nord Ovest;Piemonte;AL;D559;1;4;2;1;1;9
Centro;Lazio;RI;D560;3,5;8,75;4;1,5;0;17,75
Centro;Lazio;RM;D561;26,33;68,25;40,5;32,5;39;206,58
Nord Ovest;Piemonte;TO;D562;3;4;6;5;15;33
Centro;Marche;MC;D564;3,63;5;4;4;5;21,63
Centro;Marche;MC;D566;1;0;0,99;1;0;2,99
Isole;Sicilia;PA;D567;9,67;22,25;45;40,25;15,33;132,5
Nord Est;Veneto;RO;D568;1;3;5;7;11;27
Isole;Sicilia;ME;D569;1;1,67;4;3;0;9,67
Centro;Umbria;TR;D570;0;3,67;2;4;12;21,67
Nord Ovest;Lombardia;CR;D574;0;2;1;5,5;3;11,5
Centro;Toscana;FI;D575;15,25;40,99;39,62;39,67;36,6;172,13
Nord Ovest;Lombardia;BS;D576;0;2;2;3,5;6,5;14
Nord Est;Veneto;RO;D577;1;8;7;9;21,64;46,64
Nord Est;Veneto;VE;D578;2;33;31,5;31,5;38,86;136,86
Nord Ovest;Lombardia;CO;D579;4;13,28;10,5;6;8,05;41,83
Sud;Calabria;CS;D582;0;0;1;0;1;2
Isole;Sardegna;OR;D585;0;0;2;0;2,5;4,5
Centro;Lazio;RM;D586;0;2;2;0;1;5
Sud;Calabria;VV;D587;6;9;5,75;0,67;9,9;31,32
Nord Ovest;Lombardia;BG;D588;2;9;13;8,29;15;47,29
Sud;Calabria;VV;D589;1;3,27;1,86;0;1,71;7,84
Centro;Toscana;MS;D590;2;8,5;3,23;8,5;10;32,23
Centro;Lazio;FR;D591;35;15,17;8,5;1;0,67;60,34
Sud;Abruzzo;CH;D592;2;1;1;1;4;9
Sud;Basilicata;PZ;D593;3;2,83;2,17;1,5;1;10,5
Nord Ovest;Lombardia;PV;D594;2;3;0;0;4;9
Sud;Molise;IS;D595;0;2;1;3;2;8
Sud;Calabria;VV;D596;1,17;1;0;0;4;6,17
Centro;Marche;AN;D597;0;9;16,5;17,17;25,2;67,87
Nord Est;Emilia-Romagna;MO;D599;6;53;61,34;41,84;49,55;211,73
Nord Ovest;Liguria;SV;D600;56,49;171,25;51,5;17;16,5;312,74
Nord Ovest;Lombardia;BG;D604;0;6,83;3,5;4;2;16,33
Nord Ovest;Lombardia;CO;D605;3;53,88;38,5;38,5;35,5;169,38
Nord Ovest;Lombardia;BG;D606;2;9,5;12,33;12,75;3;39,58
Nord Est;Emilia-Romagna;MO;D607;6,5;57,92;87,67;33,77;28,5;214,36
Nord Ovest;Piemonte;TO;D608;1;1;2;5;2;11
Nord Est;Emilia-Romagna;PC;D611;5,25;55,5;67,39;47,37;28;203,51
Centro;Toscana;FI;D612;632,31;1950,45;1623,75;751,58;602,04;5560,13
Centro;Toscana;FI;D613;2,67;13,92;21,25;14,5;24,63;76,97
Sud;Calabria;CS;D614;2;3;1;1;2;9
Sud;Campania;SA;D615;11;51,03;56,5;27;24,45;169,98
Nord Est;Emilia-Romagna;MO;D617;15,5;28,67;6,17;1;2,33;53,67
Sud;Calabria;RC;D619;0;0;2;0;0;2
Nord Est;Friuli- Venezia Giulia;PN;D621;4;24;34;33,67;53,18;148,85
Isole;Sicilia;ME;D622;0;1;1;2;2;6
Isole;Sicilia;CT;D623;3;15,42;30,25;28,5;12;89,17
Sud;Calabria;CS;D624;4,17;16,36;9,5;4,66;6,17;40,86
Centro;Marche;MC;D628;2;2,66;5,66;0,33;3;13,65
Centro;Toscana;MS;D629;10,5;27,46;26,57;24,5;37,54;126,57
Nord Est;Friuli- Venezia Giulia;UD;D630;0,5;1;0;0;10,5;12
Nord Ovest;Lombardia;BS;D634;4;30,83;30,8;20;15,47;101,1
Isole;Sicilia;ME;D635;0;3;1;0;0,33;4,33
Isole;Sicilia;SR;D636;7,5;39,22;65,09;73,94;33,61;219,36
Isole;Sardegna;SS;D637;1;2;2;2,5;6;13,5
Sud;Campania;AV;D638;0;2;3,67;1;7,67;14,34
Isole;Sardegna;CA;D639;0,93;3,93;3,75;2,56;8,93;20,1
Isole;Sardegna;NU;D640;0;0;1;0;1;2
Nord Ovest;Piemonte;VC;D641;0;5;4;1;4;14
Sud;Puglia;FG;D643;127,21;363,27;515,99;337,8;234,41;1578,68
Sud;Campania;BN;D644;0;2,9;4,4;0,67;7;14,97
Nord Ovest;Piemonte;TO;D646;0;7,67;4,67;8;16;36,34
Centro;Toscana;AR;D649;9;24;27,67;15;37,33;113
Sud;Campania;BN;D650;1;1;1;1;3;7
Centro;Marche;AP;D652;0,04;18;34;18,3;19,04;89,38
Centro;Umbria;PG;D653;23,66;138,26;221,46;191,23;136;710,61
Nord Est;Veneto;TV;D654;0;11;18;10,67;15,5;55,17
Nord Ovest;Liguria;SP;D655;5,72;24,5;20,5;14,5;11,5;76,72
Centro;Toscana;GR;D656;67,5;206,73;129,92;41,42;39,4;484,97
Nord Ovest;Lombardia;LO;D660;1;18;9,67;10;6;44,67
Isole;Sicilia;ME;D661;0;1,5;3;0,5;1;6
Centro;Lazio;LT;D662;20;81,31;99,49;68,67;55,12;324,59
Isole;Sardegna;NU;D665;0;0;2,5;1,25;11,02;14,77
Nord Ovest;Valle d'Aosta;AO;D666;1;4;3,5;1;0;9,5
Centro;Lazio;FR;D667;6;7,5;3,2;3;10,26;29,96
Nord Est;Emilia-Romagna;BO;D668;0;4;2,1;4;2,5;12,6
Nord Est;Friuli- Venezia Giulia;PN;D670;1;28;49;34;81,36;193,36
Sud;Campania;AV;D671;0;2;2,16;3,3;7,8;15,26
Nord Ovest;Lombardia;BG;D672;0;15,95;19,33;17,39;12,95;65,62
Nord Est;Emilia-Romagna;PR;D673;1;18;36;12,5;23,5;91
Nord Est;Veneto;TV;D674;0;3,5;10;12,75;19,83;46,08
Nord Ovest;Piemonte;NO;D675;0;5,5;9,06;4;13,5;32,06
Nord Ovest;Piemonte;VC;D676;3;4;2;3,5;11;23,5
Nord Ovest;Liguria;GE;D677;1;2;2;3;2;10
Nord Ovest;Piemonte;AT;D678;0;2;5;1;7;15
Nord Est;Veneto;PD;D679;1;61,67;29;14;32,5;138,17
Nord Est;Veneto;TV;D680;4;11;16,22;11,22;22,36;64,8
Sud;Abruzzo;AQ;D681;0;2;1;3,43;2;8,43
Centro;Lazio;FR;D682;0;1;1;1;6;9
Sud;Campania;CE;D683;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D684;7;4,67;2;1;2,5;17,17
Nord Est;Emilia-Romagna;PR;D685;2;25;20;16,5;20;83,5
Nord Est;Veneto;BL;D686;1;6;8;8;12,86;35,86
Nord Ovest;Lombardia;BG;D688;17,67;14,22;3,17;0;0;35,06
Centro;Lazio;RI;D689;0;15,33;14,33;9,17;5;43,83
Sud;Abruzzo;CH;D690;8;52;64,5;17;31,5;173
Centro;Marche;AP;D691;0;0;2;2;3;7
Sud;Campania;BN;D693;3;2;0;1;3,67;9,67
Nord Ovest;Lombardia;SO;D694;1;2;3,8;1;1;8,8
Isole;Sardegna;OR;D695;0;0,5;0;0;6,17;6,67
Sud;Basilicata;PZ;D696;4;1;4;3,5;2;14,5
Nord Ovest;Lombardia;BG;D697;0;9;2,5;2,5;9,25;23,25
Nord Est;Friuli- Venezia Giulia;UD;D700;0;4;6,5;5;11,17;26,67
Sud;Campania;AV;D701;2;4,42;10,75;7;4,25;28,42
Sud;Campania;NA;D702;21,19;36,77;25,69;19;15;117,65
Sud;Molise;IS;D703;0,5;1;0;0;2;3,5
Nord Est;Emilia-Romagna;FO;D704;91,97;451,9;557,48;280,14;287,47;1668,96
Nord Est;Emilia-Romagna;FO;D705;3;41,49;39;29,75;34,17;147,41
Nord Ovest;Piemonte;VB;D706;4;3;3;3;2,67;15,67
Centro;Lazio;RM;D707;8;39;53;24;70,16;194,16
Centro;Lazio;LT;D708;31;112,81;119,01;76,01;57,69;396,52
Sud;Campania;CE;D709;1;2;1;4,5;3,8;12,3
Nord Ovest;Lombardia;CR;D710;0;5;3;2;10;20
Nord Est;Emilia-Romagna;MO;D711;21,7;125,83;141;74,8;87,5;450,83
Nord Ovest;Piemonte;VC;D712;0;0;1;2;1;4
Sud;Molise;IS;D715;3;0,67;2,75;1;1,33;8,75
Nord Est;Veneto;VI;D717;23;28,92;10;4;5,95;71,87
Nord Est;Friuli- Venezia Giulia;UD;D718;0;5;2,17;2,75;1;10,92
Nord Est;Friuli- Venezia Giulia;UD;D719;6;10,5;17,69;4;4,83;43,02
Nord Est;Friuli- Venezia Giulia;UD;D720;0;2,5;0,83;2;4;9,33
Nord Ovest;Piemonte;TO;D725;1;17;7;10;8,5;43,5
Nord Ovest;Lombardia;BG;D727;1;12;16,9;6;4,28;40,18
Nord Est;Emilia-Romagna;PR;D728;3;25,5;41,75;16;11,25;97,5
Centro;Toscana;LU;D730;21;38,33;46,2;46,83;149,74;302,1
Nord Ovest;Lombardia;PV;D732;2;0;2;0;3;7
Isole;Sicilia;ME;D733;1;3;1;5;3;13
Centro;Toscana;LU;D734;0;0;0;2;5,5;7,5
Centro;Toscana;MS;D735;4,5;25;13,17;11;23;76,67
Sud;Abruzzo;AQ;D736;0;0;0;2;2;4
Sud;Molise;CB;D737;0;0;0;2;0,58;2,58
Sud;Abruzzo;CH;D738;15,33;36,84;14,33;12;9;87,5
Nord Est;Veneto;VE;D740;3;9,5;16,78;9;14,33;52,61
Nord Est;Veneto;VE;D741;0;15,42;16,5;9;30,28;71,2
Nord Ovest;Piemonte;CN;D742;34;89;109,12;50;72,75;354,87
Sud;Calabria;CZ;D744;0;0;0;0;0;0
Centro;Umbria;PG;D745;0;8,23;9,33;2;12;31,56
Sud;Calabria;RC;D746;4;2;7;3,55;2,5;19,05
Nord Est;Veneto;VE;D748;0;26,49;25;25,67;34,15;111,31
Centro;Marche;PS;D749;2,11;8;17,25;14,75;26,52;68,63
Nord Est;Veneto;VI;D750;1;6;4,75;1;6,5;19,25
Nord Ovest;Piemonte;CN;D751;8;17,5;6;1;0;32,5
Nord Ovest;Piemonte;CN;D752;169,47;58,35;5;8;7,5;248,32
Sud;Puglia;TA;D754;2;2;8,67;7,75;14,33;34,75
Sud;Campania;BN;D755;1;2;0;0;2;5
Sud;Campania;BN;D756;2;1;0;1;6;10
Sud;Abruzzo;CH;D757;0;0;0;1;1;2
Nord Ovest;Liguria;SP;D758;4;4,5;2,33;1;2;13,83
Nord Ovest;Piemonte;AL;D759;0;2;1;2;4;9
Centro;Marche;AP;D760;0;3;0;0;2,5;5,5
Sud;Puglia;BR;D761;26,88;78,31;100,57;62,24;44,91;312,91
Sud;Calabria;VV;D762;1;2;2;0;3;8
Sud;Abruzzo;CH;D763;56,73;192,95;109,14;56;37,5;452,32
Sud;Calabria;CS;D764;2;7;2,17;6;4;21,17
Isole;Sicilia;ME;D765;0;4,56;6;8;5,22;23,78
Sud;Basilicata;PZ;D766;0;4;4;0;4;12
Sud;Calabria;VV;D767;3;0;1;3;0;7
Isole;Sicilia;SR;D768;14,56;29,68;21,39;18,17;23,69;107,49
Sud;Campania;CE;D769;2;5;5,5;7;14,53;34,03
Nord Ovest;Piemonte;AL;D770;0;2;0;1;3;6
Nord Ovest;Lombardia;PV;D771;4;5;1;3;6;19
Centro;Lazio;RM;D773;12,27;94,81;87,37;52;40,34;286,79
Sud;Calabria;CS;D774;0;1;2;0;4;7
Nord Est;Veneto;RO;D776;0;0;4;3;9,17;16,17
Nord Ovest;Piemonte;AL;D777;0;0;0;1,78;3,78;5,56
Nord Ovest;Piemonte;AL;D780;0;1;3;3;7,5;14,5
Nord Ovest;Piemonte;TO;D781;5,5;13;1;2;1;22,5
Nord Ovest;Piemonte;CN;D782;6;14,5;9;6,67;3,5;39,67
Nord Est;Emilia-Romagna;MO;D783;2,42;7,6;11,5;6,66;8,83;37,01
Sud;Campania;BN;D784;1;1,19;3;0;3,44;8,63
Centro;Lazio;RI;D785;1;3;1;2;2;9
Centro;Umbria;PG;D786;3;56,5;42,17;59,42;47;208,09
Centro;Umbria;PG;D787;0;1,67;2;1;10;14,67
Nord Est;Veneto;RO;D788;0;5,3;11,81;5;16,98;39,09
Sud;Campania;NA;D789;51,96;72,34;80,89;73,47;26,43;305,09
Sud;Campania;NA;D790;12,83;24,04;32,42;22,14;4,5;95,93
Centro;Marche;PS;D791;0;2;1;1;4;8
Isole;Sicilia;ME;D793;0;1;0;0;1;2
Nord Est;Veneto;TV;D794;0;3,67;3;5,67;10;22,34
Sud;Abruzzo;CH;D796;1;2;4;1;2;10
Nord Ovest;Piemonte;AL;D797;1;1;3;1;3;9
Sud;Campania;AV;D798;0,75;4;2;5;9,17;20,92
Sud;Campania;CE;D799;10;8,17;10,5;9,86;8;46,53
Sud;Campania;CE;D801;4,5;2;11;7,24;10,24;34,98
Nord Ovest;Piemonte;AT;D802;0;0;0;0,5;2;2,5
Sud;Abruzzo;CH;D803;4;1;1;3;3,5;12,5
Nord Est;Friuli- Venezia Giulia;PN;D804;0;2;2;2;5;11
Nord Ovest;Piemonte;TO;D805;0;3;5;2;7;17
Centro;Marche;PS;D807;0;0;0;0;3;3
Centro;Marche;PS;D808;0,89;1,5;2,83;3,89;5,5;14,61
Centro;Lazio;FR;D810;24;81,32;98,5;101,62;75,22;380,66
Sud;Molise;IS;D811;1,5;2,5;6,34;1;3;14,34
Nord Ovest;Piemonte;TO;D812;2;10,71;8;11;31,17;62,88
Nord Ovest;Piemonte;AL;D813;0;4,5;4;4;10;22,5
Nord Ovest;Piemonte;AL;D814;2;13,5;9;4,75;19,5;48,75
Centro;Toscana;FI;D815;17,34;57,86;74,14;66,69;68,37;284,4
