AREA;Regione;prov;2011_CodCom;NTN 2011 fino a 50 mq;NTN 2011  50 -| 85 mq;NTN 2011  85 -| 115 mq;NTN 2011 115 -| 145 mq;NTN 2011 oltre 145 mq;NTN 2011
Nord Ovest;Liguria;SP;M177;1,39;2;1;1,86;1,25;7,5
Nord Ovest;Liguria;SV;A122;99,92;120,14;49,5;21,05;14,92;305,53
Nord Ovest;Liguria;SV;A145;57,99;105,11;55,92;18,67;7,95;245,64
Nord Ovest;Liguria;SV;A165;11;54,71;25,77;10,33;3;104,81
Nord Ovest;Liguria;SV;A166;22;56,25;31,33;17,5;9,5;136,58
Nord Ovest;Liguria;SV;A226;0;4;6,5;4;1;15,5
Nord Ovest;Liguria;SV;A278;62,33;112,42;33,87;12,5;2;223,12
Nord Ovest;Liguria;SV;A422;0;2;3,5;0;1;6,5
Nord Ovest;Liguria;SV;A593;2;2;5;0;0;9
Nord Ovest;Liguria;SV;A647;2;2,5;1;2;1,5;9
Nord Ovest;Liguria;SV;A796;8;10;11,61;4;2;35,61
Nord Ovest;Liguria;SV;A931;7;24;15;4;1,5;51,5
Nord Ovest;Liguria;SV;A999;83,5;99,35;10,25;2;2;197,1
Nord Ovest;Liguria;SV;B005;12,5;30,7;9;4,5;1;57,7
Nord Ovest;Liguria;SV;B048;0;0;0;0;2;2
Nord Ovest;Liguria;SV;B369;5;33,5;44,08;23;16,83;122,41
Nord Ovest;Liguria;SV;B409;0;3;9;4;4;20
Nord Ovest;Liguria;SV;B416;1;7;2,08;4;2;16,08
Nord Ovest;Liguria;SV;B748;2;17;19;4,5;5,5;48
Nord Ovest;Liguria;SV;B927;1;3;3;1;1;9
Nord Ovest;Liguria;SV;C063;0;3;0;0;0;3
Nord Ovest;Liguria;SV;C276;0;2,22;0,08;1,5;1;4,8
Nord Ovest;Liguria;SV;C443;9,5;23;17,33;5;6;60,83
Nord Ovest;Liguria;SV;C463;1;10;14;5,44;3;33,44
Nord Ovest;Liguria;SV;C510;74,08;92,66;14,5;5,3;2;188,54
Nord Ovest;Liguria;SV;C729;4,5;7,5;4;4;6;26
Nord Ovest;Liguria;SV;D095;0;0;2;1;3;6
Nord Ovest;Liguria;SV;D264;0,08;5,74;1,82;1;5;13,64
Nord Ovest;Liguria;SV;D424;0;2;1;2;0;5
Nord Ovest;Liguria;SV;D522;2;3;1;3;2;11
Nord Ovest;Liguria;SV;D600;34,54;85,33;38,92;10,5;14,6;183,89
Nord Ovest;Liguria;SV;D927;2;7,67;6,75;5,5;5;26,92
Nord Ovest;Liguria;SV;E064;0;5;0,5;3,84;1;10,34
Nord Ovest;Liguria;SV;E066;0;1;0;0;1,5;2,5
Nord Ovest;Liguria;SV;E414;15;22,67;9;4;2;52,67
Nord Ovest;Liguria;SV;E632;66,67;162,34;42,45;7,83;7,87;287,16
Nord Ovest;Liguria;SV;E816;28;33,67;3,5;1;1,67;67,84
Nord Ovest;Liguria;SV;E860;0,17;2,8;1;2,5;2;8,47
Nord Ovest;Liguria;SV;F046;2;0;1;0;0;3
Nord Ovest;Liguria;SV;F213;1;20,33;21;7,77;7;57,1
Nord Ovest;Liguria;SV;F226;1;6;1;2;1;11
Nord Ovest;Liguria;SV;F813;0;0,5;1;0;2;3,5
Nord Ovest;Liguria;SV;F847;0;1;0;2;0;3
Nord Ovest;Liguria;SV;F926;9;23,23;13;5;1;51,23
Nord Ovest;Liguria;SV;G076;0;0;0;0;2;2
Nord Ovest;Liguria;SV;G144;3;9;3,5;3;3;21,5
Nord Ovest;Liguria;SV;G155;2;3;0;0;0,5;5,5
Nord Ovest;Liguria;SV;G281;2;4;2;0;4;12
Nord Ovest;Liguria;SV;G542;0;3,83;3;2;7;15,83
Nord Ovest;Liguria;SV;G605;103,95;140,53;31;8;4;287,48
Nord Ovest;Liguria;SV;G741;1;0;1;1;6;9
Nord Ovest;Liguria;SV;G866;1;6,5;4,75;4;3;19,25
Nord Ovest;Liguria;SV;H126;3,92;18;18,75;3,5;5;49,17
Nord Ovest;Liguria;SV;H266;1;0;0;1;1,25;3,25
Nord Ovest;Liguria;SV;H452;0;3;1;1;1;6
Nord Ovest;Liguria;SV;I453;2;16,17;9,69;2,75;2,73;33,34
Nord Ovest;Liguria;SV;I480;74,5;367,66;245,14;85,7;46,66;819,66
Nord Ovest;Liguria;SV;I926;13;49,16;18;0;3,5;83,66
Nord Ovest;Liguria;SV;I946;4;10;17,17;8,5;13,59;53,26
Nord Ovest;Liguria;SV;I947;3;7;2;0,63;2;14,63
Nord Ovest;Liguria;SV;L152;1;1;2;0;1;5
Nord Ovest;Liguria;SV;L190;9,5;21,5;5,5;5;4;45,5
Nord Ovest;Liguria;SV;L315;2;16;8;1;3;30
Nord Ovest;Liguria;SV;L499;3;10;5;1,17;2,4;21,57
Nord Ovest;Liguria;SV;L528;7;48,5;30,67;10,3;3;99,47
Nord Ovest;Liguria;SV;L675;17,33;88,44;47,33;12,48;17,97;183,55
Nord Ovest;Liguria;SV;L730;0;1;0;0;0;1
Nord Ovest;Liguria;SV;L823;1;5;1;0;1;8
Nord Ovest;Liguria;SV;L975;2;14;7;1;5,33;29,33
Nord Ovest;Liguria;SV;M197;0;0;1;1;0;2
Nord Ovest;Lombardia;BG;A057;4;6;1;3;3;17
Nord Ovest;Lombardia;BG;A058;1;2;1,5;0;1;5,5
Nord Ovest;Lombardia;BG;A129;0;32,5;26;11,5;11,75;81,75
Nord Ovest;Lombardia;BG;A163;11;47;45,5;18,12;21,74;143,36
Nord Ovest;Lombardia;BG;A193;2,03;3;1;6;1;13,03
Nord Ovest;Lombardia;BG;A214;0;13,5;17,93;8,94;5,7;46,07
Nord Ovest;Lombardia;BG;A215;1;15,31;18,9;9,33;8,5;53,04
Nord Ovest;Lombardia;BG;A216;2;21,5;25;5;11,67;65,17
Nord Ovest;Lombardia;BG;A217;0;6;9,32;1;5,42;21,74
Nord Ovest;Lombardia;BG;A246;20,5;48,1;45,89;25,24;21,44;161,17
Nord Ovest;Lombardia;BG;A259;2;7,5;4;5,5;3,5;22,5
Nord Ovest;Lombardia;BG;A304;0;12,5;9;3,11;5;29,61
Nord Ovest;Lombardia;BG;A365;3;13;20,57;10,22;4,52;51,31
Nord Ovest;Lombardia;BG;A383;8;16,11;5,5;7;3;39,61
Nord Ovest;Lombardia;BG;A440;1;6,5;6;6;3,5;23
Nord Ovest;Lombardia;BG;A511;1;0;0;0;0;1
Nord Ovest;Lombardia;BG;A517;17,33;41,6;8;5;3;74,93
Nord Ovest;Lombardia;BG;A528;7;16,67;10,67;8,92;6,81;50,07
Nord Ovest;Lombardia;BG;A533;2;0,75;0;0;0,75;3,5
Nord Ovest;Lombardia;BG;A557;1;14,5;17;8;10,5;51
Nord Ovest;Lombardia;BG;A631;0;2;1;0;0;3
Nord Ovest;Lombardia;BG;A664;1;3;7,05;5,5;4,5;21,05
Nord Ovest;Lombardia;BG;A684;0;2;9;9,5;7;27,5
Nord Ovest;Lombardia;BG;A732;0;0;3;1;0,8;4,8
Nord Ovest;Lombardia;BG;A786;2;5,75;6,75;6,4;2;22,9
Nord Ovest;Lombardia;BG;A794;151,72;502,55;413,57;223,29;181;1472,13
Nord Ovest;Lombardia;BG;A815;0;6;5,92;5;4;20,92
Nord Ovest;Lombardia;BG;A846;18;10;4;0;2;34
Nord Ovest;Lombardia;BG;A903;1;1,75;5;0;0;7,75
Nord Ovest;Lombardia;BG;A937;0;23;28,83;14,17;11,58;77,58
Nord Ovest;Lombardia;BG;A950;5,5;45,5;25,5;14,17;4;94,67
Nord Ovest;Lombardia;BG;A962;8;18;20,33;11,5;13;70,83
Nord Ovest;Lombardia;BG;A963;4;40,49;32,5;29,14;19,5;125,63
Nord Ovest;Lombardia;BG;B010;0;5;4;0,4;1;10,4
Nord Ovest;Lombardia;BG;B083;0;2;2;0;1;5
Nord Ovest;Lombardia;BG;B088;0;8;14,5;9,28;6,33;38,11
Nord Ovest;Lombardia;BG;B112;0;1;2,5;0;0;3,5
Nord Ovest;Lombardia;BG;B123;5,5;10,5;3;1;0;20
Nord Ovest;Lombardia;BG;B137;16,79;27,26;29,74;7;13;93,79
Nord Ovest;Lombardia;BG;B138;1;16,43;29;10,11;13,96;70,5
Nord Ovest;Lombardia;BG;B140;0,67;4;8,17;6;6,5;25,34
Nord Ovest;Lombardia;BG;B178;0;25,25;27,6;9;5,65;67,5
Nord Ovest;Lombardia;BG;B217;5;3;0;0;1;9
Nord Ovest;Lombardia;BG;B223;2;18;22,5;10,08;6;58,58
Nord Ovest;Lombardia;BG;B310;3;15,5;16;7;4,5;46
Nord Ovest;Lombardia;BG;B393;0;4;16;7;9,5;36,5
Nord Ovest;Lombardia;BG;B395;0,21;14,67;9,2;9,5;15;48,58
Nord Ovest;Lombardia;BG;B434;1;25;30,57;10,7;12,28;79,55
Nord Ovest;Lombardia;BG;B442;0;14,5;15;8,17;4,17;41,84
Nord Ovest;Lombardia;BG;B471;1;3;0,35;1,7;1,08;7,13
Nord Ovest;Lombardia;BG;B618;1;18,44;5,5;3,17;5,7;33,81
Nord Ovest;Lombardia;BG;B661;0;1;1;1,96;1,5;5,46
Nord Ovest;Lombardia;BG;B703;6;46,7;42,5;20,5;10,39;126,09
Nord Ovest;Lombardia;BG;B710;0;12,5;12,5;3,25;4,04;32,29
Nord Ovest;Lombardia;BG;B731;8;59,25;53,83;26,96;25,77;173,81
Nord Ovest;Lombardia;BG;B801;1;13;24,6;2;8,83;49,43
Nord Ovest;Lombardia;BG;B803;3;9;2,67;1,5;2;18,17
Nord Ovest;Lombardia;BG;B854;2;8;13;11,5;4,5;39
Nord Ovest;Lombardia;BG;B947;0;18;13,5;4,08;8;43,58
Nord Ovest;Lombardia;BG;B971;1;20,25;8,25;6,33;9;44,83
Nord Ovest;Lombardia;BG;B978;0,4;3,67;8,83;5,37;7;25,27
Nord Ovest;Lombardia;BG;C007;2;1;0;0;0;3
Nord Ovest;Lombardia;BG;C079;2;11;35,5;14,5;12;75
Nord Ovest;Lombardia;BG;C255;2;12;7,33;2,5;3,5;27,33
Nord Ovest;Lombardia;BG;C324;10;29,28;27,14;11;9;86,42
Nord Ovest;Lombardia;BG;C337;0;6;3,67;0;2;11,67
Nord Ovest;Lombardia;BG;C396;0;12;8;6,5;6;32,5
Nord Ovest;Lombardia;BG;C410;0;0;1;1;2;4
Nord Ovest;Lombardia;BG;C456;0;7,24;7;1;3,5;18,74
Nord Ovest;Lombardia;BG;C457;3;19,5;16;8,5;17,3;64,3
Nord Ovest;Lombardia;BG;C459;2;15,5;13,13;4;1;35,63
Nord Ovest;Lombardia;BG;C506;7;4,77;2;4;1,11;18,88
Nord Ovest;Lombardia;BG;C635;2,06;15;14,2;11,75;4,5;47,51
Nord Ovest;Lombardia;BG;C649;2;8,17;24;14,75;3,83;52,75
Nord Ovest;Lombardia;BG;C728;0;9,5;10,5;6,5;8;34,5
Nord Ovest;Lombardia;BG;C730;1;16,28;15,83;8,26;7,68;49,05
Nord Ovest;Lombardia;BG;C759;1;9,5;7,5;8,67;7;33,67
Nord Ovest;Lombardia;BG;C789;0;0;5,5;2;2,67;10,17
Nord Ovest;Lombardia;BG;C800;15,89;32,32;21,17;15,25;8,25;92,88
Nord Ovest;Lombardia;BG;C835;1;13;4;0;1;19
Nord Ovest;Lombardia;BG;C894;2,5;24,75;30,83;21,06;17,45;96,59
Nord Ovest;Lombardia;BG;C910;0;4;2;1;1;8
Nord Ovest;Lombardia;BG;C937;5;12,5;9,17;9,25;7;42,92
Nord Ovest;Lombardia;BG;D015;0;0;2,75;0;2,25;5
Nord Ovest;Lombardia;BG;D016;4;15;8;1,5;1;29,5
Nord Ovest;Lombardia;BG;D066;0;2;5;2;2;11
Nord Ovest;Lombardia;BG;D103;3,66;0;0,19;1;1,5;6,35
Nord Ovest;Lombardia;BG;D110;2;2,5;11,5;1;3;20
Nord Ovest;Lombardia;BG;D111;11;18;6;1;4,33;40,33
Nord Ovest;Lombardia;BG;D117;4;25,66;15,5;22,16;11,74;79,06
Nord Ovest;Lombardia;BG;D126;2,13;6,5;9,5;4,5;7,5;30,13
Nord Ovest;Lombardia;BG;D139;3;15;13;0;1,5;32,5
Nord Ovest;Lombardia;BG;D221;4,11;24,11;22,03;9,28;4,58;64,11
Nord Ovest;Lombardia;BG;D233;1;1;5;0;0,63;7,63
Nord Ovest;Lombardia;BG;D245;18,67;106,45;75,13;39,64;21,06;260,95
Nord Ovest;Lombardia;BG;D352;8;4,44;2;0;2;16,44
Nord Ovest;Lombardia;BG;D406;4;9,75;5,5;1;9;29,25
Nord Ovest;Lombardia;BG;D411;0;0;4;6;1;11
Nord Ovest;Lombardia;BG;D490;3;34,5;35,25;14,83;5,17;92,75
Nord Ovest;Lombardia;BG;D491;0;2;4;2;1,5;9,5
Nord Ovest;Lombardia;BG;D588;3;3;6,3;4;2;18,3
Nord Ovest;Lombardia;BG;D604;1;4,86;6;4;2,5;18,36
Nord Ovest;Lombardia;BG;D606;0;5;9;6,75;3;23,75
Nord Ovest;Lombardia;BG;D672;0;5,5;10;4;6,67;26,17
Nord Ovest;Lombardia;BG;D684;9;16;1;0;2,75;28,75
Nord Ovest;Lombardia;BG;D688;15;16,5;3,5;2;0;37
Nord Ovest;Lombardia;BG;D697;0;6;6,5;5;3;20,5
Nord Ovest;Lombardia;BG;D727;0;6;17,62;12,5;7,12;43,24
Nord Ovest;Lombardia;BG;D817;3;6;5;0;1;15
Nord Ovest;Lombardia;BG;D903;14;5;3;2,67;2;26,67
Nord Ovest;Lombardia;BG;D905;2,17;10,25;11,25;6,78;8,88;39,33
Nord Ovest;Lombardia;BG;D906;1;2;2;3;1;9
Nord Ovest;Lombardia;BG;D943;1;0;2;0;0,34;3,34
Nord Ovest;Lombardia;BG;D952;5;30;18,5;7,5;7,28;68,28
Nord Ovest;Lombardia;BG;D991;0;3;0,42;0;0,42;3,84
Nord Ovest;Lombardia;BG;E006;0;12;18,66;19,52;13,51;63,69
